flow_id,packet_count
295624145993152,2
296251128243050,16
296384471164538,2
296402787652703,6
296450103876415,2
296923888393531,1
297394358819829,8
297745534304317,8
297799854974948,2
297800514112474,24
298465286061919,4
298698755806414,3
298729717580595,1
298735001682128,1
298910417715417,2
298911917178346,2
299905650442625,25
300035466888837,5
300037839163216,4
300128300620365,2
300265688174856,11
300300354281287,13
300345540681225,3
300409854679667,3
300528995843558,1
300879961271232,52
300908122439731,2
301042679228072,1
301100393688869,1
301373243988067,10
301631794547732,1
301812320573021,5
301850273657028,5
301859614533488,9
301940077240352,37
301944529341645,6
301956174093631,2
301964851061369,1
301976882288149,8
301983751594888,1
301987110218053,1
302026554603228,2
302163910026478,2
302249201389712,2
302322442894956,17
302378682460448,2
302414244196944,4
302431008892049,3
302572814904859,2
302712521571531,1
302765697299997,13
302772229480660,2
302795327520205,5
302807324529741,2
302922605986603,1
303024641956670,1
303092748671865,2
303157975638691,2
303218755589530,10
303252875108724,6
303348539419375,3
304148953000054,10
304154577078953,5
304502199434297,11
304542653555791,8
304719514157004,2
304770655197664,2
304796649129360,2
304920394015579,1
305060565034001,8
305451799038731,1
305525478638605,1
305585448861780,2
305657737353318,1
305682577202701,2
306324117674653,3
306324896650138,2
306329650285289,2
306364386433114,5
306366186063308,3
306386150455784,5
306439544094581,4
306553479915219,2
306600104429231,3
306676539335901,25
307136107643970,15
307347678170831,48
307416124149660,2
307606358711691,2
307634793707502,332
307983410477335,12
308306924568202,22
308360563497136,28
308472141831845,1
308563428922658,6
308935674138296,2
308977713405790,76
309248161434493,1
309285862318832,107
309741816929535,3
309923332563244,2
309925153507187,17
309934238568967,2
309944021843750,435
309962683838517,32
309991244861681,5
310027080080076,3
310267409382949,2
310281440145909,1
310362192047593,3
310430195070959,1
310620222530963,1
310660528587573,7
310681464796471,2
310740379755030,1
310771955479123,2
310877824928210,17
310934373515920,2
310972203916494,2
311018353544137,2
311023186957813,2
311033340267410,2
311252078205093,3
311404780683905,7
311574926901160,2
311776064460066,7
311874888293584,2
311985152061623,8
311992600970824,2
312005732239007,2
312235650583434,22
312287120049471,1
313153989773349,1
313266573105511,4
313287146584470,1
313342339087286,22
313412445733816,1
313701394658185,3
313744688804841,3
313962651947889,24
314045962752613,2
314063993055528,3
314164158070547,2
314209245246261,1
314248274374968,9
314251276951405,3
314263390186884,1
314377393169538,11
314377623154082,3
314432419803873,130
314437380688167,6
314501167838766,2
314576892076499,2
314595967123099,15
314754200058867,2
314788944282543,4
314871743765594,2
314896902524826,2
315005392269992,16
315043242393853,2
315143678375769,1
315173473327938,3
315236906354716,2
315269751718527,1
315505875070579,4
315639834465906,5
315760014568477,2
315889375211065,1
316287045019886,2
316374484608966,6
316438591539709,3
317425612949816,14
318180830696067,1
318187212074009,2
318224566466441,1
318227917608751,1
318234601190678,2
318572277856516,16
318649327865040,24
318699621700755,4
318700265581883,3
318755496259514,2
318777726821660,1
318783689824231,24
318840190660479,8
318874856107245,22
319242812229130,1
319305901560401,1
319375736506666,2
319416771572602,3
319518740320400,2
319611622069993,2
319617650700383,1
319624081048063,2
320000642183526,7
320363219492178,16
320600566518924,3
320700616437580,16
320735894607279,2
320998462509603,40
321121111641031,1
321351700376368,3
321358847489186,2
321563767433654,1
321745539798014,22
321801759796302,2
321911587876289,3
322209507175272,2
322475933079331,2
322587032986984,4
322701374423538,2
322749501293227,2
322761235473014,1
322794402194053,1
322798375737948,13
322800642253743,1
322827501801625,12
323024771149733,8
323234162897393,9
323377367704749,1
323599514554944,22
323751856800236,2
323819128554922,1
323841919390311,1
323891465004439,1
324045408577866,1
324116533503072,29
324259542319008,1
324270350235991,2
324310045077790,2
324325323182399,1
324617373927703,4
324814299228156,1
324880924588711,1
324938866676310,1
324989624756587,2
325209196666948,23
326619884536380,1
326670191308599,1
326859768103423,2
327079528674116,12
327096915909275,1
327280365359449,711
327398438007554,259
327427513094780,2
327556839729165,3
327648778212816,2
327813782630435,1
327870577510839,1
327969047872775,6
328000439883822,2
328026025470829,2
328038036587330,2
328107249826967,2
328127817340491,3
328196866319493,1
328268443603901,5
328329744221860,5
328523271088264,1
328655957604161,4
329100367880177,21
329417353010428,35
329588626710087,1
329737941147963,11
329992404543397,13
329998507605675,1
330334216190340,4
330720955337633,29
330804042936282,1
330849295697777,1
330879442063350,2
331160617095014,2
331165080314396,3
331383045540784,2
331399494300667,2
331722478716636,27
331812911121149,1
331829271655853,1
331913034699804,1
331962132180416,2
332018290239693,1
332061146651392,1
332713045056314,2
332719017114874,3
332739773783013,27
332830318675571,2
332877238785314,50
332900119170869,2
333069169435494,3
333179455478669,4
333213367567793,3
333234456284027,30
333809845500383,9
333979444085733,2
334250087301414,1
334317662843559,1
334870936954758,10
335046747489630,3
335083442859768,2
335100553435899,1
335132409421948,1
335169060965949,1
335186845923776,1
335371009589990,1
335393150146001,6
335421962716149,14
335474688137807,2
335713931560822,10
335776860688584,23
335862254605890,21
335932079822639,1
336078472930299,4
336185249626374,10
336191972629132,1
336211735532324,1
336221189240991,11
336254572977735,1
336425168051947,3
336523594366770,1
336573483268411,15
336666198147586,4
336855160855032,1
336949949679452,1
336982036413468,2
337051886711726,1
337087641827501,4
337113518182564,2
337442115537916,44
337480410390651,17
337615820666375,2
337698858199546,2
338072701051880,2
338119648244211,2
338345279627584,2
338416042731253,4
338646148454612,2
338882280346104,4
339331255213223,3
339411222246217,3
339428623026509,4
339583303320569,2
339732005568187,5
339751479870613,2
339772294275497,1
340360300340812,8
340513312336850,2
340702267436557,15
340703794557414,12
340728150221731,5
341192529540737,5
341387599547723,2
341400311149385,3
341514507004169,1
341751980776885,2
341830253752611,2
341859705592311,2
342568193035703,7
342631570338241,6
342677345871602,2
342714560215359,2
342819598138100,2
343091948508266,3
343116558121630,3
343125217092328,2
343767284825217,19
343931032481290,2
343946417292271,31
344675426656502,72
344859373572913,8
344949341817761,3
344976880710655,1
345002740276109,1
345407263185508,85
345596766126608,6
345632088946461,6
345634111765577,1
345635617661928,14
345729815960594,1
345795365522540,26
345888794096139,4
345909287258082,2
345995375028154,5
346080901336632,1
346169194405054,1
346246392218679,2
346567564362375,2
346936439515203,19
346998152401785,1
347053989551923,3
347097908823470,1
347414640992457,1
347445601389029,13
348621196903472,1
348693164833629,2
348865438481810,2
348972361970300,12
349034548545463,12
349060262216591,14
349082564358367,7
349109577772346,7
349252896283395,7
349337605084258,2
349366011744611,2
349411654903613,94
349585448277109,2
349719478610761,2
349844990206819,1
349936892092855,9
350030127516751,1
350080727157742,1
350112101195378,2
350116122860123,3
350144703091115,1
350268856462410,3
350331659743463,1
350339344955123,1
350424776935767,16
350471972515673,2
350569405423543,4
350766091063232,7
351474913845725,2
351531961355236,38
351549843009700,2
351570038678932,2
351762069271867,3
351879022039324,2
351904395270862,2
352189073660375,2
352458125985649,2
352553927482310,31
353507404409004,6
353531253873299,2
353738797188325,56
353757896883014,1
353937353423932,4
353972726153070,1
353975068886666,29
354036476436241,1
354478470335967,18
354478943727165,1
354480364987692,2
354546681313035,2
354557255758263,2
354626049098453,1
354747652541111,5
354910043217637,36
355119414827797,7
355465426057377,4
355865356493120,4
355938225580189,1
355953019958159,9
356023290835557,6
356437189483512,7
356529923138889,21
356591690644467,3
356606148574375,34
356615936482309,25
356956565447210,15
357294962360828,2
357323530013848,4
357339840423376,10
357501061105814,17
357545937032984,22
357554910270995,2
357580284184458,2
357643486214200,6
357790166066419,14
357851125617374,22
357900685302475,17
357952092085422,18
358099357371836,4
358174003540948,2
358211980897522,4
358221122004396,2
358289862190564,14
358346794729280,8
358377025155576,2
358378376216419,7
358402265609022,3
358414850671183,26
358417112270157,13
358434258477962,1
358456945205372,13
358468723621391,20
358590918844373,5
358746988949309,1
359013671295190,3
359139673325119,3
359284845422152,1
359295245962552,8
360243570143958,2
360294712482772,2
360407170625268,13
360416006552745,2
360567053733375,17
360769032403810,2
361503980931457,3
361505434696460,6
361669591835366,2
361867088225181,7
361997473793751,1
362388704550557,2
362517132822446,2
362715547450366,2
362954743186136,19
363137906773858,2
363314849073289,2
363379673672359,2
363436597799465,1
363469782323852,2
363593172565101,4
363604088993351,12
363795715491934,20
363821353270001,18
363943032882879,4
364407064899956,1
365146786012017,7
366188343009274,9
366203588821767,26
366253767677956,15
366629084075323,3
366748864543746,18
367240247486832,5
367272996684146,1
367339248973548,2
367577423293072,2
367618979031741,8
367703556706676,9
367805338974620,1
368230061280174,3
368289407678408,5
368309643096334,2
368513382343066,1
368559288966158,1
368683117464276,1
368766355030245,3
368820738065542,6
368928837060535,9
368935357300431,1
368982614602364,9
369109625471582,2
369474904215803,3
369558757241137,2
369934448271795,4
370420539396170,1
370975705731646,27
371021120347220,8
371063143977358,8
371486204046821,1
371863990199573,24
372015921481542,5
372020017055855,1026
372037356838369,2
372048485152467,1
372071161582719,745
372173645142255,4
372329415748504,4
372331541833308,2
372512330368424,2
372563277034100,1
372774995083935,35
372820388491945,4
373103931907732,2
373485252407491,3
373895106178714,3
374491353537564,31
374581674331521,3
374625393238208,9
374859807707215,25
374870389169711,93
375370544633214,5
375479357340449,2
375575022362166,163
375621733594696,3
375652603844991,2
375652924065529,4
375808620795821,2
376123472857740,2
376199604096033,2
376485967332767,4
376927740862295,16
377031053586476,4
377099184991275,3
377136157736896,2
377140637574440,1
377198863344420,68
377422399558793,2
377828609753049,10
377902053398034,2
377953867894883,1
378513435797844,15
378649073983394,1
379186780682079,4
379373181766888,10
379452546937350,19
379712618542593,22
379720889754140,10
379738694261452,6
379790047045469,2
379826830113317,8
380035670550931,1
380147798995351,2
380399428048981,1
380451758091470,2
380622080921347,4
380639969145811,34
381421760672475,888
381868635303312,3
381999728737201,4
382011905289312,10
382048854100677,4
382301536884717,5
382346476493419,3
382779519089135,20
383043485675482,1
383327546952306,22
383473418458877,42
383506146806245,14
383581451633552,15
383617931489808,2
383756401895866,5
384282696674497,3
384337014785835,3
384548428038234,1
384708224075523,10
384829305839990,2
384869972313178,1
384940204349041,3
385017012836907,1
385092988879097,12
385179409173466,1
385205760984021,10
385213890547331,6
385345534828629,6
385411024504548,7
385508835386213,553
385531464986230,72
385552715601472,849
385671792181160,3594
385705164438826,23
385733582554859,2
385875510348413,2
386229329146343,2
386261933284244,5
386397618870443,3
386522234833821,26
386586961560648,2
386629687504363,2
386679612946592,24
386813768425378,1
386875733116500,123
386901638065953,466
386952041160676,10
386958368121043,2
386982258282545,70
387122401133130,7
387382575269234,4614
387962857285827,32
387993597045155,1
388018739744811,44
388030704618384,2
388115322164559,2
388170146599421,1
388180250241234,2
388550162644696,163
388561391111212,15
388573557597287,2
388584953631436,112
388587881284048,1
388591011017303,4
388631321442625,1
388639580026009,1
388669398335713,1
388687096622434,3263
388709562105956,1
388716610770603,3
388760019840059,3
388772627249022,1
388784302482466,2
388805126606578,1217
388830922075988,117
388874421190999,6
388887631374067,61
388896600010800,114
388928094718628,2
388930287640400,3014
388966205817974,1
388974653695371,27
388974654149251,13
388981697308464,71
389032512904393,36
389109265127734,436
389114918181467,944
389121287037359,2
389157967863156,106
389183773701640,8
389201404390474,2
389224946406881,17
389239898258790,2
389279703227823,4
389374432115436,10
389377966557179,50
389434358026591,409
389484649327899,316
389574880954610,32
389578607546814,2988
389579473700896,3
389608419906682,11
389679376348878,1
389735122178492,3
389748072821655,4
389782567487900,115
389842275209667,5
389886089963104,1
389919997096960,35
389927782733247,1
389940731321412,2
389948839673215,50
389991543607323,7
389993948079623,1539
390044126142653,44
390048325402361,52
390079890345579,5
390091578468048,7
390135649305970,1675
390187649947818,441
390285451054036,1
390294158302190,3
390319083150751,2
390326154919700,3
390335774313738,1101
390506842070190,3
390539793005413,9
390546911392839,1
390738524821882,18
390819978547040,3
390867149360719,6
391029014592405,67
391065376364019,2
391174091250152,9
391186528892336,4
391230664196376,5
391350094047268,22
391371071175288,3
391509188831152,1
391840485100101,2
391964736609970,137
392001562348433,4
392205138321949,2
392227653363671,1
392252673680788,3
392325370100787,1
392329981182623,36
392414326020252,2
392419951561667,18
392519369615774,50
392575997392627,63
392607331803434,15
392949404359309,8
392954985533950,122
392970788868088,111
392971133211740,7
392985637600278,1
392995074916823,122
393063102350637,4
393106666445758,202
393116038387106,114
393175594628863,20
393200688889857,81
393213912583705,2
393337564566817,2797
393375012459905,155
393425908566614,7
393531369558531,14
393551494093871,100
393694182385370,1
393698725241331,2
393858750105168,2
393890828346821,12
394000493344727,4
394053275443576,3
394084339869005,8
394112194853324,5
394134990359138,4
394189950283596,4
394288222729573,56
394494238627194,6
394610644706673,12
394623215034785,24
394833237860542,10
395052494473504,196
395082279879197,4
395108441018258,109
395378555619766,2
395385551552284,2
395441827141736,3
395504059075784,1
395586234728627,6
395648928763208,20
395673077719208,1
395696285775386,13
395952764033350,114
395996855107321,47
396028925443009,1
396158455154681,43
396202258859429,4
396465640801736,7
396530828337133,1
396620510819314,2
396787668715151,4
397174228066674,802
397346120473516,3
397347226322359,12
397390091830441,5
397396684845781,3
397456788884687,59
397506966683440,28
397510752734621,118
397522596136055,32
397547011565494,18
397569190667131,23
397578272928731,1
397608604852941,42
397658628421641,50
397686563802379,2
397720718766735,2
397757435439060,20
397759519811819,2
397795959118703,116
397805870620326,262
397884746290759,14
397886198292695,16
397928721665043,26
397966882320648,112
397972733213880,69
397989364759780,110
398009577569589,1
398032701763792,17
398052715163993,10
398055972313144,4
398101957583470,1
398245329138449,1
398510879624302,3
398552696177633,2
398747616403575,70
398791812688590,12
398821301191663,12
399554952779049,3
399609202415094,3
399680142558664,20
399766596076322,655
399853632100124,4
399880772827439,723
399987970634166,2
400001713820813,25
400425824980014,24
400780165102191,43
400801593713170,2
400854577164741,1
400921885561840,22
400938368559477,13
401055361232729,23
401182418493246,4
401236284912357,111
401297318026748,10
401325652325354,2
401551789798379,4
401634383673541,5
401744949488295,71
401821334840167,113
401870605456531,1
401946869647140,12
401975279165231,656
401988611790004,20
402105389098470,1
402155968057265,1
402179530623520,8
402345309348125,65
402383608034801,3
402398995624321,5
402493984795956,34
402556191364860,2
402580252004753,2
402585557541862,3
402691654276193,20
402710410925486,19
402728052724068,3
402938759242549,13
402969631285245,47
402980029437330,22
403021782796608,27
403024090373702,20
403039082219035,1
403073172272485,18
403096165178244,25
403236161819786,1
403326559491944,24
403429135973288,3
403537002041253,1
403590137432660,2
403623945579096,14
403967093762207,1
404259672579022,1
404270330216960,18
404343732091915,252
404393226336393,2
404402715627407,8
404450342633262,4
404470041335147,5
404619771069203,1
404744476919401,29
404819171294689,3
404882469870199,1
404886423554404,3
405073230775463,14
405187160519174,3
405187197428377,3
405232250262292,18
405309401396627,4
405330743344803,1
405394523111259,17
405507222405111,4
405536605707223,1
405637986130385,2
405666387552457,7
405701354689810,11
405761704205936,2
405792876862284,1
405795323524720,1
405861268575069,2
406128817515339,14
406141028976233,3
406151467030492,2
406151611430658,1
406184085401719,1
406221714651972,3
406235677621888,1
406250130783858,5
406261091930914,26
406270332235571,1
406436724975714,3
406491901607941,3
406500979678524,3
406550540685747,3
406563162842456,6
406660481650921,1
406695343568507,1
406706457615668,1
406713145623079,2
406734801230304,567
406741285045998,36
406846001648533,1
406859003091948,3
406869116903158,3
407108350902330,1
407256739665051,1
407348387387905,79
407374725471409,10
407399507726242,4
407434416169970,4
407438424845497,10
407472618427058,15
407745620584285,181
407812676947231,5
407821886744095,4
407824346484333,2
408074061487595,71
408364688028903,2
408372444667806,2
408385732021063,2
408426120624230,3
408627256186598,2
408628621242195,771
408759951667878,1
409222050684320,2
409480229952808,2
409638793403887,10
409680419658144,2
409857952603455,2
409878556410358,3
409951352742512,1
409952889796823,19
410023982057001,1
410077910841639,1
410133817933501,28
410373204542732,2
410580785599421,31
410651380905958,40
410656093790949,434
410722479141079,3
410774959960011,3
410780009823035,109
410831375409178,2
410834594848006,2
410842064987010,50
410862072414019,3
410873644529062,102
410874951603745,6
410943057712575,1
410960204322785,109
410961053655140,13
410981685796071,1
410999499914011,1
411050739481444,3
411051825466153,2
411116823174630,4
411182772687135,2
411267773960343,430
411350098436640,1
411473811834441,2
411497248102270,4
411513302315939,42
411630030543771,24
411676634772786,23
411712452750858,28
411768324250526,26
411783341598767,19
411862188492688,3
411938581763405,3
411948182101047,15
412132354964466,27
412234406617968,111
412240827081953,30
412261803049381,4
412291520823934,4
412315226141963,5
412337249186923,1
412359783060799,1
412799521572572,1
413132518705876,2
413149241413783,20
413468527944826,30
413633118678363,22
413759293015620,2
413961926366498,43
414007939587150,126
414321634934108,13
414637963383115,1
415075101223645,1
415122951104868,1
415187679287060,111
415229888484467,2
415230913733262,107
415245369419811,1
415297341003499,34
415364734143730,15
415376041273890,116
415754709111725,1
415797159882161,1
415927229584904,5
416069770360838,2
416153486164324,2
416265211507397,8
416306639320962,25
416656673807107,4
416739995810743,15
417216893831451,2
417474360735352,10
417868092944341,4
418061530958374,2
418087514033704,62
418229236049522,161
418278059313067,2
418371270214681,7
418708073766414,8
418799100032238,1
418899941695067,3
418949560213381,4
419032442899572,5
419156202162792,4
419240701184410,3
419336636958578,36
419381436310585,7
419392098932888,2
419409401357050,45
419521044749728,3
419549084496974,1101
419558211530379,64
419601832318030,4
419603420716427,2
419643319882829,3
419718203853864,4
419785680663269,4
419799565433640,92
419863632800917,2
420008296632944,3
420159674568830,41
420177773284350,1
420307399426242,4
420423836619548,3
420623612842498,4
420628786755663,4
420675640364897,43
420739881901750,7
420931072124489,3
420934198048642,11
421163058495107,133
421191268491770,128
421845885754874,232
421921531130494,2
422628380447000,2
422879017874457,115
422880400074374,56
422980589489068,2
423015399759208,3
423141052894937,4
423230681024809,6
423581318172009,2
423700035605206,2
423747976853264,465
423785479950530,33
423833786131520,6
423872647658147,6
423888411200947,4
423941848470112,3
424019919745778,3
424295720934767,36
424306562860247,220
424347943070821,6
424404322676405,3
424891715748106,12
424910231107847,3
425026379705470,161
425075206892123,10
425216419442129,109
425233212898436,18
425257655365391,65
425273030889357,6
425337449438393,489
425351518048085,2
425386534176641,18
425396043952418,19
425418861612240,2
425511648903992,7
425670678252522,10
425697957377179,55
425790398634084,3
425922545599483,2
425972717302113,2
425976122030355,4
426002097180854,4
426033177795830,3
426147483535048,2
426229342245516,13
426289632428078,3
426406663216320,4
426475476197389,20
426515369965077,1
426535967427170,24
426793461618693,8
427026828877961,6
427138210452747,14
427215745812073,30
427251240011486,1
427259087891142,67
427272613294884,2
427408414129808,1
427431839553774,2
427434010379085,14
427450500337374,13
427514478209167,7
427572319259895,2
427595942577258,2
427663333479480,3
427673448990894,1
427677382830103,3
427711956513426,4
427990692124936,3
428075011598481,1
428151457933178,1
428190256275340,1
428216443849428,1
428216750177625,6
428228033221861,1
428248906217552,119
428294212879700,1
428341452213646,23
428354639550647,1
428356801417161,4
428390498500605,121
428473709172328,10
428524640886066,2
428664340406912,20
428694437886353,179
428705347923746,2
428717864194972,1
428782627915079,11
428821109621237,1
428829740486329,2
428852174109424,1
428897437127271,2
429294124470835,23
429354556254714,7
429402362074149,276
429454203689574,103
429680906712471,1
429862513982471,4
430112344561900,2
430305380149450,34
430393963941107,394
430475180745172,123
430516418847142,7
430583974081431,15
430638196999553,2
430914893037223,7
431089646834259,11
431424736910578,13
431574202318269,5
431692637747246,269
431774000772915,118
431890149090960,18
432049094854963,2
432115912177883,3
432383920347232,64
432452212481222,27
432539529175053,1
432577036049076,1
432599649008012,17
432641548106513,18
432798488856419,1
432922942700957,794
432935759914882,3
433104611527783,2
433122940626383,9
433137029690879,7
433184548168246,1
433223214718735,1
433262059506980,1
433329519796955,4
433370124680473,4
433458891857502,56
433540207570885,5
433555835118700,22
433584299412773,1
433624047213332,2
433651137482113,1
433710197053948,2
433747659834586,2
433772326892726,2
433911525365931,9
434341616684135,3
434530110748032,16
434574579271421,9
434970959110793,55
435020568950418,24
435167318935799,2
435758276876105,44
435827182708683,1
435932149243911,21
435981165379153,29
436003226976033,3
436081466347874,59
436159188986586,8
436185364210083,3
436256710837632,41
436277608157984,1
436424668244352,3
436593262835573,3
436621657757397,1
436639934030126,1
436673697763752,1
436708176413227,1
436744000164865,1
436780302286596,1
436811664122121,1
436851369059886,1
436911472693813,1
436935952854845,17
436949616943657,1
436960349983275,675
436987547228099,1
436989099880510,17
437023405114338,1
437028978997935,3
437062378179043,1
437093010022892,1
437132424055878,1
437134694910802,3
437153757293009,1
437191531916990,6
437200873372187,1
437216994293520,259
437227048945645,6
437330428276122,1
437336692961982,107
437370778008190,7
437510721389540,2
437576001140755,3
438061448690060,4
438481638342190,2
438544422126660,26
438698244096294,4
438921987024189,47
439077962422988,35
439127856491929,8
439186674888649,137
439345816231705,15
439509018406463,1
439589968354565,9
439913014066598,5
439944136848256,6
439959714563878,1
440299315407092,177
440373107787404,2
440578512766380,13
440610036805948,13
440802881761260,2
441028213896364,37
441078054156763,6
441396026640629,2
441572530573155,38
441591509560621,8
441648061119119,45
441824189209118,119
441921260597902,25
442194292074958,2
442348524910993,3
442393489102355,3
442431787530839,21
442434425949653,209
442557460155639,1
442571068599075,15
442793576941581,3
443001117854762,8
443015867927608,1
443162349294228,2
443303431529762,25
443560805086028,2
443805500468853,1
443856285151287,4
444848405320402,25
445012809536778,3
445285652051895,17
445345608302286,3
445494675363365,4
445724230669859,12
445949222451131,2
445985561362713,11
446011763400369,6
446019511562529,11
446122721463454,1
446229588487673,1
446300691015524,1
446373606120545,1
446420691092478,3
446718775854291,46
446763398802832,2
446780530161841,36
446825779739609,5
447469723411329,9
447601933669268,185
447656445248930,18
447696354243504,2
447755866459759,255
447817537738226,1
447885268265742,13
448154711167863,3
448312799792847,66
448371274395649,3
448754259472418,6
449181196864895,4
449191805239419,3
449685191923066,5
450012594437944,4
450252271117591,1
450264112507645,1
450305744238859,1
450436925630094,1
450440667564034,38
450508057800305,34
450516097248555,29
450564227858305,2
450693994644849,111
450721412026082,2
450825292185036,3
450847366318509,2
450886212426408,4
450889097617363,2
450962553949148,6
451023996929183,6
451169901644123,98
451214062115281,10
451254261441638,1
451470893159217,8
451537317234118,8
451630887206707,3
451745317489600,108
451768832856418,3
451954609003245,3
451956162860791,2
451961638128482,3
451996712824707,116
452016763545420,1
452714135404918,110
453455804393928,1
453477996465988,3
453683688713563,28
453694269306786,3
453750933816133,1
454032605390124,6
454339022073859,2
454767333102515,3
454781023719331,3
454805096639998,3
454882750326445,6
454952523746495,6
454958026454020,9
455150485389435,8
455157333266104,23
455185679781695,2
455211847786215,9
455214635450397,1
455222684297661,81
455250264291373,3
455315624114420,1
455771865878339,17
456060729647681,21
456115698759115,15
456178721584968,1
456277488074309,10
456340062079385,5
456356934849525,13
456617828555722,1
456906755238175,3
457023704601137,4
457065527600977,10
457066607087333,32
457079282654273,3
457266543475535,1
457387234752195,19
457690520696764,2
457698264151233,1
457958316844217,23
458051796955161,8
458117850015315,29
458638089746412,22
458985394345740,3
459198648131024,116
459216329181229,5
459245230495753,97
459386796117142,414
459433955932888,1
459535073723357,4
459586566257868,3
459587261199931,62
459615535046533,1
459689188313895,1
459700602476447,4
459805944827639,3
460134399768535,4
460287495806449,9
460345355421141,50
460557042094651,2
461358554170462,2
461429759933437,2
461554010804001,13
461645833580286,446
461936586194303,3
462000412682474,3
462667045236717,3
462747221090319,10
462857643643379,2
462890556082852,1
462985354217500,318
463006988076924,1
463030733301696,1
463103853476519,15
463332969316633,30
463593735363165,13
463681581340946,16
463775889578721,4
463817964926160,1
463894172708696,1
464047365084744,2
464214793962281,44
464223730096928,59
464431154371276,36
464455042419379,14
464500311022134,12
464517053717196,35
464575121005611,2
464682907025585,1
464895882540324,37
465137610135155,5
465276297781863,4
465294314652805,20
465555672380827,2
465557861975376,2
465679661226277,2
465773183425898,2
465805909313011,2
466103924790352,208
466386477182201,4
466803302041380,10
466901798238320,3
467250110120410,12
467493933562443,2
467544816613930,1
467597758877432,1
467623412159381,1
467706719847107,2
467719912561916,3
467956602832543,2
467995050016019,2
468005358508513,28
468032415916705,2
468177095790065,3
468303106281002,30
468365638200518,1
468433567438518,5
468603605566868,63
468886579208723,2
468929536832844,2
468970179593571,21
469062225344456,6
469128608175035,1
469253674542226,2
469362699451206,24
469489031324064,20
469540469679217,7
469686472053271,842
469770129015157,5
469996433024642,2
470320371584166,1
470372754018675,4
470439040242510,4
470637247621981,2
471002828068067,1
471073663944517,2
471426955950907,23
471492835267966,30
471544786814538,2
471731078863244,15
471916428424703,2
472022928319068,4
472125720023090,37
472187034437120,5
472413692018450,1
472628272316303,1
472662850107343,7
472718211740853,7
472768099228214,8
472870009375194,2
472919903177442,1
473034601218580,6
473203232091596,132
473497250065412,2
473617867787137,12
474019019173128,36
474041219297298,3
474059099346854,4
474585252739943,2
474639630036493,2
474687258315504,195
474715628959333,2
474765837475768,2
474841709188697,2
475524699815574,1
475701980949712,5
475963137968675,89
475967620195578,2
476212741524344,31
476759073012111,3
477035265849139,4
477079455113651,4
477087931114951,27
477092912544644,3
477136218115060,508
477182426234558,1
477225792739405,54
477548029463353,3
477579074837351,2
477842254617561,4
477951744265203,29
478021623394339,4
478155857820177,2
478175789359999,46
478357261346405,4
478397292759658,152
478740393320859,16
478979088141945,1
479020001530806,77
479058865475318,2
479115844516813,2
479336357166093,2
480037138158875,1
480104591803703,29
480270816609107,2
480283875635260,5
480295663581045,43
480354091913445,2
480429735376943,2
480522831920726,2
480601164340392,2
480924248987658,32
481049210195233,7
481168429605194,19
481201219271667,7
481260017208042,39
481338024019894,2
481387728707608,3
481450685015786,2
481451559847673,18
481501304081936,2
481572137221140,56
481573533026117,26
481605377725722,19
481697929473796,72
482040408766277,5
482130837056797,9
482597499779993,603
482666902973594,9
482688504353306,1
482704864628637,2
483369810341947,16
483409826387558,17
483412719851692,2
483442367984021,2
