flow_id,packet_count,label
1445994022823,1090,0
1447068154213,3,0
1448336796499,8,0
1450880376145,1,0
1454080858171,126,0
1463702250117,1,0
1466824430333,1,0
1472373986190,13,0
1478399662653,1,0
1480136008658,5,0
1480811117953,2,0
1484344584886,2,0
1486240543507,43,0
1492445244623,6,0
1494502753406,10,0
1499749524134,3,0
1505152939353,8,0
1514945436955,6,0
1519225304179,2,0
1525235682954,2,0
1530781497643,3,0
1532881049223,1,0
1534713904531,6,0
1543034712117,63,0
1547734807193,1,0
1548162291219,496,0
1551641183865,3,0
1559707999422,1,0
1574703557780,2,0
1577010765407,13,1
1583887389740,1,0
1588873647286,1,0
1595971293586,5,0
1604488290403,6,0
1612962095096,10,0
1613245728806,9,0
1634404386859,3,0
1638618750577,7,0
1639461146463,11,0
1642302205404,1,0
1653086118900,2,0
1661077203522,1,0
1664842139041,19,0
1668442721467,5,0
1676415292115,1,0
1681708868518,1,0
1684076278501,11,0
1687680937633,54,0
1688998359172,2,0
1691163805637,1,0
1695916888753,6153,0
1699833544749,5,0
1707102485677,1,0
1713216089831,2,0
1713374109942,12,1
1713878756768,24,0
1726182577412,1,0
1727353229031,1,0
1730547780236,3,0
1731618209826,8,0
1736834184833,7,0
1737461432828,1,0
1746839377201,35,0
1750030308465,9,0
1751278084385,3,0
1760068124951,9,0
1760381910419,1,0
1766968779215,5,0
1770754729857,4,0
1775726044078,5,0
1775854715539,1,0
1778175581230,1,0
1778464699097,7,0
1778839593312,2,0
1781781483852,5,0
1784016797344,1,0
1785655383487,10,0
1790251250271,2,0
1790420956690,1880,0
1808691770462,2,0
1810480813456,3,0
1813332818136,1,0
1817438944276,1,0
1818110893333,1,0
1823892799408,1,0
1833383025414,1,0
1847002837921,40,0
1847555290225,1,0
1850058370393,2,0
1857950042202,7,1
1863346273684,12,1
1865780145705,14,0
1865949194442,1,0
1868631832867,2,0
1869709088069,8,0
1870334186562,2,0
1870902899200,2,0
1871997768015,609,0
1878033075384,3,0
1884843018426,2,0
1886343687698,1737,0
1893491687069,1,0
1913286882712,10,0
1914582757489,4,0
1915057146164,2,0
1915917170414,10,0
1916450206869,240,0
1917683306811,1,0
1917902108999,1,0
1918419289920,5,0
1920456614444,1,0
1921137945327,6,1
1926175765227,2,1
1926221776644,2,0
1927761265432,1,0
1928518889802,87,0
1929087232269,2,0
1931026365262,9,0
1931582914602,5,0
1932289221158,10,0
1933142116890,6,0
1942319546435,1473,0
1942488781034,1,0
1943278084866,1,0
1954938099779,31873,0
1957905752284,2,0
1965601024763,4,0
1981699674312,1,0
1981844900620,2,0
1984310189184,21,0
1984955955728,2,0
1986183623548,8,0
1987071059420,1,0
1993893496359,3,0
1998029241936,7,1
2002455474250,1,0
2006152922225,3,0
2008256156293,8,0
2009147076401,6,0
2009863159283,1,0
2013482884357,2,0
2014900025955,1,0
2025530632499,3,0
2028934725283,2,0
2030188394560,2,0
2032809904795,1,0
2073502242835,10,0
2074897837012,4,0
2078381793832,3,0
2092375132340,1,0
2113470814352,12,0
2117236595395,1,0
2127443711793,2,0
2133606417858,1706,0
2135773792279,1,0
2136466828152,37,0
2148804631861,1,0
2149112857909,1,0
2158996599666,1,0
2177158878765,1,0
2179054395365,1,0
2182367077681,11,0
2185394103928,1,0
2186630336999,1,0
2187998679723,5,0
2191028744308,621,0
2191094956784,1,0
2192690374308,2,0
2199156180183,2,0
2201238769272,2,0
2201771869058,1,0
2211967446281,5,0
2212951960619,5,0
2214149236964,2,0
2217412329579,1,0
2225126784932,1,0
2227132959075,1,0
2229744623042,7,0
2230117087748,1,0
2232876718850,1,0
2233111373866,1,0
2245973491219,2,0
2248280302971,6,0
2252142564576,1,0
2253954099569,7,0
2256594030596,3,0
2259473656960,7852,0
2263278141598,5,0
2266580778700,4,0
2285632190615,1,0
2286653570252,8,0
2289136358386,10,0
2290971540847,3,0
2293313657736,5,0
2297894786811,2,0
2303695761728,1,0
2305865406622,11,0
2309283631874,1,0
2310309921640,1,0
2310475390236,9,0
2316216702170,219,0
2317635252544,9,0
2321177668738,1,0
2321256915434,2,0
2321394175025,1,0
2323240632630,1,0
2324952768046,2,0
2345631526411,10,0
2363171598311,50,0
2376142207509,2,0
2377460558431,5,0
2394021330843,2,0
2395006735674,1,0
2398656055584,12,0
2401726122615,1,0
2402593715386,8,0
2415160235880,1,0
2419846713984,1,0
2420287836485,6,0
2422142728142,1,0
2423311946397,2,0
2425695990561,8,0
2427445753061,6,0
2428416333968,1,0
2434180374562,1,0
2459676457198,16476,0
2460199907781,8,0
2463037708891,2,0
2477324673423,15,0
2478704009461,4,0
2484656034713,8,0
2490902573995,1,0
2493918158420,8,1
2494652164157,1,0
2495303365476,1,0
2495549235902,3,0
2497711663275,1,0
2499698792219,1,0
2500001762369,3,0
2507744348955,2,0
2509666382242,1,0
2512029556828,9,0
2512793305458,1,0
2514648785419,26,0
2519602775221,8,0
2552027968187,14,0
2554212783203,11,0
2556611840624,3,0
2558853318658,1,0
2561258228230,2,0
2562422368404,2,0
2566978690159,2,0
2569838613341,3,0
2578021027419,14,0
2582529740946,7,0
2591264261307,4,0
2592815676967,2,0
2594759136651,10,0
2605934796462,2,0
2616691605504,1,0
2623815372933,21,0
2625378322590,4,0
2631949922478,24,0
2635577645863,7,0
2638052887883,1,0
2639484399759,2,0
2641505777368,12,0
2644945103491,2,0
2648898496456,22,0
2652555207455,1,0
2667079812296,15,0
2667904900600,5,0
2668656345476,511,0
2672221579566,1,0
2682992694904,4,0
2689591158071,1,0
2691212340780,12,0
2692600693943,6,1
2693902478289,1,0
2696689710635,2,0
2699020430247,1,0
2703738885371,3,0
2708344931666,876,0
2711357540172,1,0
2718352543775,2,0
2734753299890,2,0
2737629141767,8,0
2739526340608,6,0
2745286779633,3,0
2767871375579,32,0
2789993616675,1,0
2803899065793,4,0
2806887442383,1,0
2809218054275,3,0
2816916620344,7,0
2831212127083,91,0
2831458903335,7,0
2834321932568,1,0
2838803429200,1,0
2838938652831,3,0
2839613254479,1,0
2844474263147,3,0
2851332047932,4,0
2853571479442,9,0
2864127221890,3,0
2865537974996,1,0
2874873732827,11,0
2877597346368,1,0
2880549384122,2,0
2881615844857,1,0
2890303644484,49,0
2891071936932,1,0
2891677268615,1,0
2891742442836,2,0
2892515192288,4,0
2901581941685,2,0
2905309869942,2,0
2908577663667,26,0
2908847082760,9,0
2908993780228,6,0
2918775928568,1,0
2926872848810,1,0
2930028983241,1,0
2946302593933,1,0
2948679034287,12,0
2952214986614,1,0
2956597846268,2,0
2959724354956,1,0
2967762792918,13,0
2977926729914,4,0
2984316819300,2,0
2991153822012,9,0
2999821442596,3,0
3001436828373,16,0
3006811217666,2,0
3008739635300,5,0
3010627491279,2,0
3012463181012,8,0
3018840614783,2,0
3024770297064,2,0
3027626145780,2,0
3032667925415,2,0
3032800628020,1,0
3034461177575,12,0
3035207682412,10,1
3050635340626,1,0
3051056789050,1,0
3058046417126,2,0
3062637637935,3,0
3067036882143,1,0
3067287811506,2,0
3067394341726,9,0
3067717522529,31,0
3069217651818,15,0
3070024424356,3,0
3073267613451,28,0
3077926080633,16,0
3084919642408,1,0
3085034237126,4,0
3099689232380,1,0
3106899096246,9,0
3114299387209,7,0
3119827229856,2,0
3121313695611,1,0
3126509645036,1,0
3130404149521,2,0
3135929214656,2,0
3136101573435,2,0
3137810667385,1,0
3143510081528,3,0
3177123941311,2960,0
3180406174219,10,0
3181370361691,3,0
3184492948389,2,0
3185990774792,2,0
3210122121052,3,0
3211884173111,16,1
3214379928062,5,0
3222604407091,5,0
3233912044325,1,0
3253393427068,3,0
3254245941983,3,0
3254932457929,4,0
3260201399944,5,0
3261955878521,5,0
3271169649535,4,0
3276335980012,1,0
3280094375230,2,0
3285967786546,1,0
3288772968151,55,0
3293362723748,1,0
3300924676756,9,0
3303509809008,14,0
3305911416729,7,0
3326307443536,1,0
3328553322798,6,0
3336390747473,9,1
3341044089024,2,0
3349411512130,8,0
3367256818998,14,0
3375398560354,4,0
3379134455805,1,0
3381157444234,3,0
3382897328941,2,0
3407328274193,7,0
3412696976992,15,0
3414299617384,29,0
3419008645990,2,0
3419016839713,19,0
3419136512918,1,0
3420479355998,1,0
3422309618601,2,0
3422989813874,5,0
3431254568186,5,1
3431472636748,1,0
3455972926267,36,1
3465148012392,2,0
3468448366552,272,0
3469328512324,1,0
3470353289330,1,0
3473104262750,2,0
3494704969044,3,0
3511412110743,1,0
3514922861413,2,0
3524516755678,4,0
3540295022844,1,0
3546660072189,1,0
3560382793787,2,0
3561291486595,13,0
3561393092981,1,0
3562589588271,2,0
3563750464349,1,0
3569814162639,2,0
3576276201549,15,0
3577208159530,1,0
3583032965610,1,0
3588988445781,2,0
3594384604412,1,0
3601079916660,3,0
3624401070920,1,0
3627266239193,20,1
3631000623850,15,0
3637019507534,1,0
3638287242143,1,0
3662086946705,6,0
3665773740617,1,0
3668428915563,1,0
3670053279798,1,0
3671582905361,2,0
3681286316116,4,0
3681464970465,5,0
3705191596228,2,0
3711391504168,10,0
3732316321600,5,0
3742386319006,12,0
3750076941250,1,0
3751850348475,6,0
3760697892553,2,0
3765367432884,2,0
3775094876006,9,0
3778663130030,4,0
3779968865689,1,0
3805958383284,5,0
3808004824463,2,0
3809647190006,787,0
3811410280391,249,0
3817815857071,7,0
3817930278962,1,0
3819177407949,2,0
3834252230058,1,0
3839185414565,8,0
3839619326334,20,0
3850996942993,2,0
3852731497066,6,1
3852867079554,321,0
3856377252882,1,0
3859920952359,1,0
3862180633975,6,0
3864554431422,6,0
3872407368236,10,1
3873909804828,1,0
3888477596735,11,0
3893421725409,1,0
3896041342263,24,0
3897265693072,1,0
3900895875604,1,0
3902176992304,16,1
3905079605772,8,0
3913918122986,1,0
3916408466943,1,0
3924850336489,4,0
3925546575533,24,0
3929326728894,357,0
3938626634964,2,0
3940021530306,6,0
3944781648616,57,0
3946040990193,3,0
3967615505842,7,0
3968625538033,1,0
3968696769334,1,0
3968946794602,6,0
3971511243080,1,0
3987412187898,20,1
3988175955026,90,0
3990223533821,228,0
3992930329787,13,0
3999393115299,5,0
4000960993260,8,0
4008283573466,11,0
4011219096071,1,0
4013445245563,8,0
4020272914332,5,0
4029903649298,7,0
4030355682690,4,0
4032897382315,4,0
4043126165241,1,0
4043279888057,1,0
4054706848341,1,0
4058417156211,5,0
4060031273436,15,0
4065192201907,2,1
4069044797315,10,0
4071827438417,2247,1
4075192483109,1,0
4080046067833,2,0
4083277426711,2,0
4085858780364,1,0
4088214611825,8,0
4097803068890,1,0
4099443169210,17,0
4109292591457,1,0
4116705141552,14,1
4118770052163,1,0
4120861357235,5,0
4122128218543,2,0
4141920273600,1,0
4143294864150,1,0
4146856653280,1,0
4152392734347,4,0
4152711509154,18,0
4155928924026,9,0
4180448827341,14,0
4181997416124,2,0
4184104058441,1,0
4184962022296,2,0
4194874063283,1,0
4201820236361,1,0
4204306156966,7,0
4213023082764,1,0
4216501211929,3,0
4229453122886,2,0
4243385940754,1,0
4245853027406,9,0
4246120949839,2,0
4250173185148,2,0
4251455615099,18,1
4252511706675,3,0
4259996992748,2,0
4262736233448,6,0
4269715699514,2,0
4271186233680,15,0
4275331897619,5,0
4275733578600,1,0
4280507959519,8,0
4281327562170,1,0
4286221410744,1,0
4289022461441,8,0
4290719201561,921,0
4295159046617,1,0
4296440783735,2,0
4296837507640,8,0
4316574068597,7,0
4316817797095,8,0
4319438595682,1,0
4323151134226,1,0
4324055317384,5,0
4327612734479,12,0
4331421690902,8,0
4340713985203,3,0
4361136732746,11,1
4362627291514,1,0
4368862863691,1,0
4369378079500,6,0
4371495493160,1,0
4384432348919,2,0
4389639715611,2,0
4391170879180,6,1
4395645264532,4,0
4397562901407,5,0
4405540708454,1,0
4424234038432,2,0
4430471504294,854,0
4441465234210,1,0
4442079987437,15,0
4445372838123,15,0
4445595786124,1,0
4446273885323,7,0
4455493444382,1,0
4463261587760,2,0
4467162923983,11,0
4475698400580,2,0
4488777694576,1,0
4496584306784,4,0
4510622399142,6,0
4511000349003,1,0
4514627396030,3,0
4515067310311,3,0
4521533565802,3,0
4533067364675,9,0
4535669867644,2,0
4536234262998,14,0
4536309975931,2242,1
4536862476186,1,0
4542591581200,1,0
4545795063943,11,0
4551333593322,12,0
4551857171833,466,0
4553503733987,2,0
4559267691153,7,0
4562693640996,1,0
4564970285431,1,0
4566804183667,6,0
4566946242069,2,0
4566965476125,11,0
4567774223374,8,0
4570713327982,1,0
4572868262761,1,0
4578560138812,7,0
4601613781508,3,0
4602719899473,18,0
4607141707602,1,0
4623469814620,860,0
4625609240383,4,0
4626415074599,4,0
4633504335702,2,0
4638538777335,6,1
4638773910076,3,0
4640832614382,1,0
4645130435747,9,1
4645753696889,2,0
4646073487933,7,0
4656362565417,3,0
4660958625738,1,0
4661044755428,1,0
4668818437657,2,0
4669013912125,2,0
4677458065196,1,0
4683074673258,6,0
4683553938716,5,0
4687836582267,380,0
4689671539895,11,0
4698206902680,1,0
4706652446780,1,0
4708976885190,1,0
4711471188815,4,0
4721009262156,7,0
4729105334185,1,0
4730528928319,12,0
4757554990511,1,0
4759152292942,1,0
4760579402055,3,0
4761953689040,3,0
4765175341460,11,0
4769341846567,9,0
4779965902914,1,0
4793884262348,46,0
4800269384662,30,0
4802963531346,4,0
4804734161071,4470,0
4812800484381,4,0
4815291502459,8,0
4819785596302,6,0
4820006332905,11,0
4824272418572,2500,0
4825496338542,1,0
4849332983937,6,0
4854950993957,2,0
4867015754063,1,0
4867302162407,3,0
4867741130910,1,0
4871297472247,2,0
4872386365872,3,0
4891331088420,3,0
4892028280492,2,0
4898010635578,2,0
4899323571933,2,0
4902291684820,5,0
4903310380147,16,0
4906159761469,1,0
4908232623738,1,0
4908555510664,7,1
4912230837478,3,0
4912772836429,3,0
4915907058690,1,0
4936873643773,1,0
4937149917447,1,0
4940070629401,4,0
4944125517435,3,0
4969347134034,1,0
4970228266052,1,0
4975687018631,1,0
4995546760154,5,0
4995898844638,4,0
5002178190271,7,1
5004768626834,1,0
5007409439668,10,0
5010734952474,1,0
5015223030757,1,0
5040614201629,10,1
5066299507492,8,0
5067165892926,10,0
5071015450982,1,0
5081271702102,11,0
5087396170284,3,1
5089173890220,2,0
5090929694482,8,0
5092072521275,13,0
5103925340183,6,0
5109129849006,1,0
5110550446770,704,0
5110734312561,69,0
5115728326806,1,0
5119021010206,1,0
5131292963927,1,0
5131341243746,7,0
5137563956327,1,0
5144526408178,61,1
5148441215022,1,0
5150954367770,2,0
5155457742718,1,0
5158596133679,3,0
5158826491804,3,0
5159658642797,5,0
5161287087784,4,0
5162475122490,7,1
5163661105061,11,1
5165271440736,2,0
5165317629261,1,0
5175285274128,2,0
5179630946537,1,0
5185893660163,1,0
5191644494291,1,0
5205128129474,1,0
5213342924820,2,0
5217869918886,2,0
5219490184846,2617,0
5223363223766,1,0
5223617965133,1,0
5224583661184,1,0
5224913245663,1181,0
5225912680885,1,0
5227321875745,1,0
5232951474425,1,0
5245081605036,12,0
5251737216845,38,0
5286220533666,12,0
5290248308160,8,0
5298335450581,2,0
5307072416515,4,0
5307691825603,3,0
5313385088373,16,1
5315373608273,5,0
5320619354138,10,0
5328735908024,3,0
5333917697820,2,0
5334728929167,7,0
5346290228707,1,0
5359206427699,1,0
5373626920781,2,0
5375945445623,6,0
5377582694029,2,0
5382787567501,1,0
5387585643733,2,0
5389108069819,1,0
5389818085578,2,0
5404184283679,1,0
5409402469612,16,0
5419419380657,1,0
5423020111363,2,0
5424631935932,36,0
5430490600582,1,0
5430855555729,17,0
5430926860348,2,0
5431375463417,2,0
5441683202496,2,0
5444778280228,1,0
5446989851212,1,0
5458774836042,1,0
5458855387434,18,0
5475855385579,3,0
5476190148643,2,0
5480476464500,2,0
5488828299729,1,0
5488910455847,1,0
5507412793693,1,0
5508960539910,2,0
5518484627400,1,0
5520941490898,1,0
5536452526274,1,0
5538961603117,1,0
5544789648195,1,0
5559308638322,6,0
5560789732877,7,0
5563882991522,2,0
5572770915731,23,1
5573163822872,2,0
5574306361333,1,0
5576420485575,1,0
5577681952964,1,0
5583943544722,3,0
5585628200009,2,0
5586277814337,3,0
5588154012197,1,0
5591142248008,2,0
5595062093307,1,0
5601083436241,2,0
5609048285013,1,0
5609382972274,1,0
5619408061211,13,0
5627385560780,5,0
5628018455714,31,0
5645739405761,2,0
5646372526787,2,0
5654426525824,6,0
5656728566729,2,0
5661806566889,15,0
5689851561586,1,0
5690028930598,3,0
5692666882684,2,0
5694772450741,1,0
5701596816733,18,0
5714822749645,14,0
5716370241543,9,0
5716805496355,2,0
5720043842939,1,0
5728381809623,17,0
5730601428885,2,0
5737235536915,6,0
5752569069820,6,1
5756812391676,1,0
5760503349888,1,0
5764263205562,1,0
5765532884187,1,0
5766473160564,1,0
5767332183985,2,0
5767913078579,3,0
5774437936076,4,0
5782310912483,1,0
5782840895738,5,0
5790081901287,4,0
5798332106901,6,0
5798631036416,1,0
5799552502875,2,0
5802148309725,1,0
5807435583166,2,0
5817919716385,2,0
5831196638641,6,0
5834721459729,13,0
5841336225259,3,0
5851709478996,1,0
5854361001314,1,0
5857381406389,2,0
5864978480431,4,0
5868966831859,6,0
5877474374953,1,0
5880670776843,1,0
5881999822045,983,0
5884525663058,64,0
5885070335439,122,0
5888105269590,2431,0
5888608101161,1,0
5889993989614,3,0
5899142816509,1,0
5900963620816,2,0
5913168027891,10,0
5919956081597,1,0
5935933022030,844,0
5945812289972,4,0
5948852045459,3655,0
5949385207462,1,0
5955763701946,2,0
5957676334891,2,0
5959662124710,11,0
5964162712447,7,0
5969894815718,1,0
5975616949173,27,0
5977382213516,1,0
5978775530772,2,0
5995642132662,1,0
6009538150328,1,0
6013030817481,2,0
6017375339806,1,0
6025259599981,1,0
6042264291174,3,0
6042811896785,1,0
6054201465417,4,0
6054866707714,1,0
6057962235736,1,0
6063219899737,7,1
6064623275154,2,0
6064672911438,8,0
6076491350235,6,0
6080888081677,2,0
6084992921446,9,0
6088060048094,9,0
6090073081513,7,0
6094290489999,1,0
6099434625756,1,0
6099587726375,1,0
6100577519491,5,0
6105046641653,26,0
6108433320349,2,0
6120176049626,2,0
6123649321631,26,0
6126836563820,4,0
6128931407276,1,0
6132836723385,22,0
6135440304063,8,0
6139476582077,2,0
6140321346325,15,0
6142837851138,4,0
6164132002787,3,0
6167484645701,10,0
6171906120892,1,0
6172392915424,6,0
6177426744007,9,0
6178263205283,2,0
6181611658279,1,0
6197442861841,2,0
6204006848639,8,0
6213119273336,2,0
6213659580468,2,0
6216797991781,2,0
6225367296333,9,0
6231043088821,9,0
6234367730651,3,0
6235919581092,2,0
6244455449750,1,0
6254981054967,16,0
6261645094154,11,0
6262622509864,4,0
6265132058899,18,0
6276227653485,3,0
6279233348927,1,0
6279779329040,2,0
6283350135403,1,0
6285872558796,6,0
6287168022380,5,0
6290890965862,8,0
6293238445440,11,0
6293517714050,2,0
6299898472166,1,0
6322994439521,1,0
6326362762596,2,0
6337100904740,5,0
6337989224519,4948,1
6340727021007,505,0
6345611922081,175,0
6347185570109,1,0
6367005194650,1,0
6369264013448,1,0
6371462318391,1,0
6374995849569,3,0
6378008791996,4,0
6380263269050,1,0
6380843793123,6,0
6389192403061,18,0
6391606440831,4,1
6395180946051,1,0
6400629604620,1,0
6401012354134,1,0
6401781338308,9,0
6403669817490,1,0
6404064841217,1,0
6413357404473,5,0
6425800957305,1,0
6428933256101,1,0
6442947365319,2,0
6445435774864,15,0
6445987521062,1,0
6447349999417,1,0
6459780054226,2,0
6477942280578,1,0
6481719460290,2,0
6482664668801,2,0
6491498455831,7,0
6504776439468,5,0
6508352772600,4,0
6509784088629,7,1
6510529020698,8,0
6515977721182,7,0
6516171216153,3,0
6532829535335,7,0
6535105660797,3,0
6539177961066,189,0
6550307437069,1,0
6553910690308,11466,0
6557061039307,3,0
6559197826378,2,0
6569485647084,6,0
6569601411066,1,0
6572617293713,1,0
6573888530833,1,0
6574445032834,1,0
6579590362804,4,0
6583222943339,1,0
6585129286479,1,0
6592884160448,8418,0
6594566616782,1,0
6595032725345,1,0
6609573590729,1,0
6611700525591,2,0
6613941043365,6,0
6616572167239,2,0
6616596919503,4,0
6618259920529,1,0
6628287762375,1,0
6629852202727,1,0
6645691456880,1,0
6655246086482,4,0
6660818319794,1,0
6665432318356,2,0
6669383149342,1,0
6670460121494,5,0
6683102618232,1,0
6684993448058,2,0
6685824632190,1,0
6690726800358,1,0
6690857181367,1,0
6696704524147,6,1
6700610657370,6,0
6709577776734,7,0
6725133706777,1,0
6728870084801,6,0
6734104482859,3,0
6740140402093,1,0
6747952760325,1,0
6748885186987,16,0
6748992455926,1,0
6749359066019,2,0
6751939253126,8,0
6752519787360,1,0
6753830263019,1,0
6759241268223,7,0
6764702211519,1,0
6770683422121,35,0
6779699142799,27,0
6779700038100,4,0
6787282444699,3,0
6787714274529,7,1
6787926774337,6,0
6790089012417,1,0
6791657684289,1,0
6795253368854,3,0
6812459501582,2,0
6814777216538,5,0
6817865873667,5,0
6822758748459,5,1
6823504755605,1,0
6823983428028,1,0
6833194933254,1,0
6843377552547,1,0
6849790344573,4,0
6859774767096,2,0
6860395657487,2,0
6862235321537,9260,0
6864353488249,6,0
6871844304085,2,0
6874491717110,5,0
6880874293897,5,0
6889597661660,1,0
6890871231729,2,0
6892980744620,1,0
6897193323102,4,0
6908204727509,25,0
6910549653086,2,0
6915937558976,1,0
6917689630832,2,0
6919416524929,1,0
6927930947737,1,0
6929479905720,37,0
6930972921988,1,0
6939124529980,66,0
6940643269105,1,0
6942551877270,1,0
6948521514251,6,0
6949256864426,1,0
6949823667282,6,0
6955124825503,1,0
6967849238589,13,0
6969361635085,1,0
6970546950379,4,0
6981272174567,1,0
6983074247954,6,0
6983803347939,1,0
6987714145729,1,0
6996436619020,1,0
7004993136145,1,0
7014992867652,5,0
7020187113367,8,0
7025399296245,1,0
7031415565910,3,0
7034724062062,1,0
7045489064416,2,0
7046488572559,3,0
7050842554765,1,0
7059658848042,8,0
7068561430130,1,0
7070739094231,7,0
7075356823334,26,0
7077413037512,1,0
7080185737340,4,0
7082752812787,2,0
7095593569259,1,0
7096244077828,63,0
7102228188631,1,0
7103719336771,2,0
7108520001248,1,0
7109245043151,10,1
7110202675350,1,0
7111212599118,4124,0
7111882452512,1,0
7122904938611,2678,0
7159844813519,2,0
7160677390652,1,0
7168973652351,1,0
7169997425724,1,0
7177793713791,4,0
7179220820604,1,0
7180969908587,1,0
7181549075429,1,0
7185409921462,5,0
7186655543068,1,0
7197065254111,1,0
7200704004262,1,0
7212639785951,3,0
7214975492534,1,0
7215579798908,3,0
7218978684159,1,0
7223960407085,3,0
7224949729757,2,0
7228782731499,29428,0
7230526459509,3,0
7230769556083,6,0
7236810469227,1,0
7237121383809,2,0
7237924839869,4,0
7239618123661,2,0
7241801117187,3,0
7242078749682,879,0
7250818852675,1,0
7264781661518,2,0
7271870374312,1,0
7276951636826,10,0
7277047678474,4,0
7281919631840,9,0
7284289158773,2,0
7285281266461,1,0
7287085015325,1,0
7293843409226,10,0
7297073015652,1,0
7303705043508,5,0
7309860109248,1,0
7310340258646,1,0
7311311810554,7,0
7313780735989,1,0
7320853723494,1,0
7322095900116,1,0
7327450678599,2,0
