flow_id,label,any_packet_label,alert_packet_count,_merge,label_mismatch
74270173629947,0,0,0,both,False
74366490534232,0,0,0,both,False
75190303119187,0,0,0,both,False
75606536598741,0,0,0,both,False
75903320333992,0,0,0,both,False
76708386671208,0,0,0,both,False
78151557339052,0,0,0,both,False
78346747753486,0,0,0,both,False
78866529276087,0,0,0,both,False
79187677891788,0,0,0,both,False
79850456241224,0,0,0,both,False
80460046315303,0,0,0,both,False
82045431455228,0,0,0,both,False
82284438177109,0,0,0,both,False
82828170717777,0,0,0,both,False
83008733696859,0,0,0,both,False
83755691209334,0,0,0,both,False
85021769443034,0,0,0,both,False
85116430444789,0,0,0,both,False
85488994641255,0,0,0,both,False
86205456938647,0,0,0,both,False
86616781918249,0,0,0,both,False
87163897463992,0,0,0,both,False
87833085579548,0,0,0,both,False
87893350612936,0,0,0,both,False
88445658828033,0,0,0,both,False
88676771730894,0,0,0,both,False
89487760040212,0,0,0,both,False
90485561180146,0,0,0,both,False
90638932354459,0,0,0,both,False
90881528537968,1,1,3,both,False
91043113588465,0,0,0,both,False
91687390865652,1,1,1,both,False
92057825802988,0,0,0,both,False
92112032504193,0,0,0,both,False
92598116110290,0,0,0,both,False
92603171130305,1,1,2,both,False
92787254184353,0,0,0,both,False
93802987673921,0,0,0,both,False
93849952232734,0,0,0,both,False
94403829934768,0,0,0,both,False
94449447597159,0,0,0,both,False
95877881157406,0,0,0,both,False
95909922210477,0,0,0,both,False
95977447075518,0,0,0,both,False
96113005669972,0,0,0,both,False
96251742393717,0,0,0,both,False
96438538635172,0,0,0,both,False
96954396266458,0,0,0,both,False
97269517293073,0,0,0,both,False
98073723176739,0,0,0,both,False
98796983644942,0,0,0,both,False
99653560189277,0,0,0,both,False
99923199481140,0,0,0,both,False
100161440021673,0,0,0,both,False
100570332038754,0,0,0,both,False
101831654100620,0,0,0,both,False
102250841375265,0,0,0,both,False
102450257664863,0,0,0,both,False
103217474285830,0,0,0,both,False
103438193691605,0,0,0,both,False
103695860272280,0,0,0,both,False
103924311292127,0,0,0,both,False
106967603177937,0,0,0,both,False
108554313533382,0,0,0,both,False
108930833926165,0,0,0,both,False
109061737158233,0,0,0,both,False
111186522843752,0,0,0,both,False
113423104851654,0,0,0,both,False
113547750297141,0,0,0,both,False
114238291419997,0,0,0,both,False
114759182343450,0,0,0,both,False
115285611831899,0,0,0,both,False
116276261675921,0,0,0,both,False
116276509187552,0,0,0,both,False
116651479544767,0,0,0,both,False
118528921626060,0,0,0,both,False
119938666676799,0,0,0,both,False
120678534927782,0,0,0,both,False
120858372702000,0,0,0,both,False
121884043089116,0,0,0,both,False
122945814376595,0,0,0,both,False
123740211070449,0,0,0,both,False
123796909121890,0,0,0,both,False
125509571424451,0,0,0,both,False
125512620914017,0,0,0,both,False
126050846071408,0,0,0,both,False
126074622568252,0,0,0,both,False
126081130430138,0,0,0,both,False
126901755230912,0,0,0,both,False
127508558735934,0,0,0,both,False
127811141831383,0,0,0,both,False
128212374554369,0,0,0,both,False
128213261881017,0,0,0,both,False
128344355073951,0,0,0,both,False
129810712039528,0,0,0,both,False
129967394840422,0,0,0,both,False
130599464223614,0,0,0,both,False
131541410583885,0,0,0,both,False
132289360031826,0,0,0,both,False
134835862687786,0,0,0,both,False
135434086707058,0,0,0,both,False
135965842807485,0,0,0,both,False
135999319565836,0,0,0,both,False
137043014375230,1,1,1,both,False
137526340092187,0,0,0,both,False
137912833192710,0,0,0,both,False
139119129306967,0,0,0,both,False
139147298372059,0,0,0,both,False
140065901379665,0,0,0,both,False
140786169359118,0,0,0,both,False
143826509752972,0,0,0,both,False
145780744797811,0,0,0,both,False
150285069801995,0,0,0,both,False
150608568775972,0,0,0,both,False
151744299675403,0,0,0,both,False
152665459289565,0,0,0,both,False
153099821127484,0,0,0,both,False
154027501453237,0,0,0,both,False
156404329144546,0,0,0,both,False
156637989988579,0,0,0,both,False
158780935947492,0,0,0,both,False
158784669821100,0,0,0,both,False
159641901247635,0,0,0,both,False
160106006382165,0,0,0,both,False
161381501653355,0,0,0,both,False
161568953862121,0,0,0,both,False
162677278381453,0,0,0,both,False
162728831357989,0,0,0,both,False
163489229536864,0,0,0,both,False
163496097619239,0,0,0,both,False
164100193323526,0,0,0,both,False
164459011242869,0,0,0,both,False
165139198328476,0,0,0,both,False
165171909346093,0,0,0,both,False
166434715715333,0,0,0,both,False
168195892537809,0,0,0,both,False
169486758222420,0,0,0,both,False
169491121195035,0,0,0,both,False
170208417424192,0,0,0,both,False
170212595414011,0,0,0,both,False
170374780003753,0,0,0,both,False
170638329266818,0,0,0,both,False
170736179596714,0,0,0,both,False
171421418257203,0,0,0,both,False
171939440492462,0,0,0,both,False
172332458105598,0,0,0,both,False
172333759024738,0,0,0,both,False
172337952287111,0,0,0,both,False
172338922774399,0,0,0,both,False
172344050147053,0,0,0,both,False
173376695341487,0,0,0,both,False
173504997476668,0,0,0,both,False
173756895295647,0,0,0,both,False
173874359286880,1,1,1,both,False
174529635227940,0,0,0,both,False
174788421585062,0,0,0,both,False
174791227410096,0,0,0,both,False
176430550928934,0,0,0,both,False
176493791962247,0,0,0,both,False
178188663569512,0,0,0,both,False
178283129813122,0,0,0,both,False
178609570006628,0,0,0,both,False
178676829666887,0,0,0,both,False
180073978055757,0,0,0,both,False
181635741416108,0,0,0,both,False
181639358122396,0,0,0,both,False
182264364113927,0,0,0,both,False
182380006329173,0,0,0,both,False
182521432914683,0,0,0,both,False
184136906470440,0,0,0,both,False
184430827085438,0,0,0,both,False
185405008338308,0,0,0,both,False
187267231760524,0,0,0,both,False
187696138409857,0,0,0,both,False
188477132774627,0,0,0,both,False
190397543753543,0,0,0,both,False
190784880022779,0,0,0,both,False
193084343628963,0,0,0,both,False
198317811500266,0,0,0,both,False
201511376031887,0,0,0,both,False
202235616901234,0,0,0,both,False
203085420583523,0,0,0,both,False
203089968083648,0,0,0,both,False
203646012431272,0,0,0,both,False
204372816199877,0,0,0,both,False
204837952484732,0,0,0,both,False
204950879215298,0,0,0,both,False
206783209501824,0,0,0,both,False
208401224200663,0,0,0,both,False
208402319269107,0,0,0,both,False
208406334183987,0,0,0,both,False
208581382597099,0,0,0,both,False
208645355541365,0,0,0,both,False
208646949617882,0,0,0,both,False
209027108962512,0,0,0,both,False
210087325690269,0,0,0,both,False
211126820134583,0,0,0,both,False
211127268846695,0,0,0,both,False
211129434222001,0,0,0,both,False
212257988638432,0,0,0,both,False
214576874628545,0,0,0,both,False
214581769043610,0,0,0,both,False
214668258703502,0,0,0,both,False
214750521151813,0,0,0,both,False
215376500700534,0,0,0,both,False
215517407161584,0,0,0,both,False
216129690795203,0,0,0,both,False
216556352715109,0,0,0,both,False
216669042658567,0,0,0,both,False
218732700219153,0,0,0,both,False
221516323261806,0,0,0,both,False
222356223742772,0,0,0,both,False
222559572251441,0,0,0,both,False
226928102004480,0,0,0,both,False
226932369722680,0,0,0,both,False
227237223399058,0,0,0,both,False
228162939366750,0,0,0,both,False
228560970505664,0,0,0,both,False
229851746553206,0,0,0,both,False
229939446092315,0,0,0,both,False
232413949184313,0,0,0,both,False
233080601815794,0,0,0,both,False
233135241760170,0,0,0,both,False
233208859545173,0,0,0,both,False
233285259683571,0,0,0,both,False
234828209316071,0,0,0,both,False
236679718113229,0,0,0,both,False
236690473365908,0,0,0,both,False
236929252552762,0,0,0,both,False
237042432316267,0,0,0,both,False
237341020857253,0,0,0,both,False
237942887400477,0,0,0,both,False
238290204619774,0,0,0,both,False
238366771995137,0,0,0,both,False
238369540225749,0,0,0,both,False
238860648815275,0,0,0,both,False
238928949316183,0,0,0,both,False
239744658307576,0,0,0,both,False
241162373721156,0,0,0,both,False
241610978932353,0,0,0,both,False
241613198076762,0,0,0,both,False
241950269820078,0,0,0,both,False
242080032400326,0,0,0,both,False
246087612466957,0,0,0,both,False
247022682922566,0,0,0,both,False
247029988710591,0,0,0,both,False
247033602914162,0,0,0,both,False
248899098020288,0,0,0,both,False
251406830804480,0,0,0,both,False
252633500307166,0,0,0,both,False
252633779589702,0,0,0,both,False
252635142141251,0,0,0,both,False
252887537522825,0,0,0,both,False
253193976835140,0,0,0,both,False
253400157179778,0,0,0,both,False
253400395521517,0,0,0,both,False
253678452526977,0,0,0,both,False
253717450795887,0,0,0,both,False
253721527863813,0,0,0,both,False
253781254243733,0,0,0,both,False
254239064682061,0,0,0,both,False
255410897920912,0,0,0,both,False
255413700595028,0,0,0,both,False
256156042911771,0,0,0,both,False
258213776959578,0,0,0,both,False
258365679144501,0,0,0,both,False
259126182901670,0,0,0,both,False
262537854232820,0,0,0,both,False
263608956092818,0,0,0,both,False
263699319053405,0,0,0,both,False
264004851260386,0,0,0,both,False
265718503654216,0,0,0,both,False
266648196791320,0,0,0,both,False
266996540255801,0,0,0,both,False
268729456005199,0,0,0,both,False
268730059632031,0,0,0,both,False
268775810876839,0,0,0,both,False
270578726586200,0,0,0,both,False
270730909862253,0,0,0,both,False
271669810706903,0,0,0,both,False
272333114395261,0,0,0,both,False
272552859157106,0,0,0,both,False
272644942461813,0,0,0,both,False
272980339107117,0,0,0,both,False
274952232396676,0,0,0,both,False
275010077966007,0,0,0,both,False
275091153544102,0,0,0,both,False
275887879513490,0,0,0,both,False
275888369802437,0,0,0,both,False
277978157747817,0,0,0,both,False
280348595184124,0,0,0,both,False
280429136865121,0,0,0,both,False
280429269645704,0,0,0,both,False
280917487255823,0,0,0,both,False
281661050777799,0,0,0,both,False
281868052875682,0,0,0,both,False
281984693595700,0,0,0,both,False
282080323280996,0,0,0,both,False
282081802087409,0,0,0,both,False
282234532979995,0,0,0,both,False
282240789959967,0,0,0,both,False
282547081230417,0,0,0,both,False
282706425008006,0,0,0,both,False
282995641075510,0,0,0,both,False
283376155506310,0,0,0,both,False
283446803607780,0,0,0,both,False
283512355237964,0,0,0,both,False
284061504241962,0,0,0,both,False
284115827620818,0,0,0,both,False
284119484381988,0,0,0,both,False
285351410966790,0,0,0,both,False
285471662443791,0,0,0,both,False
285661681724375,1,1,2,both,False
285876666913222,0,0,0,both,False
286408897120776,0,0,0,both,False
286445039636296,0,0,0,both,False
286501579028871,0,0,0,both,False
286540774897286,1,1,1,both,False
286738277702310,0,0,0,both,False
286926879106746,0,0,0,both,False
286934599831526,1,1,4,both,False
287192557525715,0,0,0,both,False
287502550509505,0,0,0,both,False
288398109536415,0,0,0,both,False
288426369022115,0,0,0,both,False
288428022867502,0,0,0,both,False
288430631615467,1,1,3,both,False
288724929246407,1,1,1,both,False
288841766820785,0,0,0,both,False
288890738663690,0,0,0,both,False
288895307441022,0,0,0,both,False
288964611546530,0,0,0,both,False
289393688844022,1,1,4,both,False
289766152283594,0,0,0,both,False
289811781993713,0,0,0,both,False
289919538132987,0,0,0,both,False
290098296747978,0,0,0,both,False
290364175393096,0,0,0,both,False
290419307341430,0,0,0,both,False
290449122899379,0,0,0,both,False
290911185858552,0,0,0,both,False
291084190178367,0,0,0,both,False
291086827108497,0,0,0,both,False
291315680804055,0,0,0,both,False
291365198207842,0,0,0,both,False
291397338276464,0,0,0,both,False
291634582518967,0,0,0,both,False
291638412879377,0,0,0,both,False
291641021215496,0,0,0,both,False
291641438602632,0,0,0,both,False
292213693828930,0,0,0,both,False
292214146925285,0,0,0,both,False
292250991703250,0,0,0,both,False
292582825961942,0,0,0,both,False
292645217362533,0,0,0,both,False
292647675081301,0,0,0,both,False
292649884771519,0,0,0,both,False
292735158345233,0,0,0,both,False
292773284202660,0,0,0,both,False
292875799864360,0,0,0,both,False
292973644274814,0,0,0,both,False
293016871805475,0,0,0,both,False
293018499032020,0,0,0,both,False
293059454176909,0,0,0,both,False
293226474440638,0,0,0,both,False
293232277100690,0,0,0,both,False
293350315022970,0,0,0,both,False
293512798787615,0,0,0,both,False
293514243348873,0,0,0,both,False
293669452153975,0,0,0,both,False
293675166568374,0,0,0,both,False
293769173344946,0,0,0,both,False
293862535312144,0,0,0,both,False
293927109484367,0,0,0,both,False
294192819235431,0,0,0,both,False
294279039558622,0,0,0,both,False
294281444301194,0,0,0,both,False
294348672333764,1,1,2,both,False
294350011171203,0,0,0,both,False
294350076742045,0,0,0,both,False
294582963678297,0,0,0,both,False
295058645943954,1,1,2,both,False
295060600085002,0,0,0,both,False
295061872798541,0,0,0,both,False
295238495478891,0,0,0,both,False
295239474928863,0,0,0,both,False
295390759987827,0,0,0,both,False
295394141817257,0,0,0,both,False
295548207626646,0,0,0,both,False
295655972246673,0,0,0,both,False
295683778741549,0,0,0,both,False
295743046132322,0,0,0,both,False
295859369381192,1,1,217,both,False
296004932366160,0,0,0,both,False
296203251049372,0,0,0,both,False
296316061585758,1,1,2,both,False
296540203703871,0,0,0,both,False
296930395872195,0,0,0,both,False
296936848278063,0,0,0,both,False
296938636246889,0,0,0,both,False
296943027585025,0,0,0,both,False
296945407955464,0,0,0,both,False
297149177469806,0,0,0,both,False
297358670260463,0,0,0,both,False
297414135996495,0,0,0,both,False
297534172423083,0,0,0,both,False
297811802548308,0,0,0,both,False
297921258703782,0,0,0,both,False
298175193228285,0,0,0,both,False
298548291231175,0,0,0,both,False
298552135027477,0,0,0,both,False
299171232139759,0,0,0,both,False
299172761944922,0,0,0,both,False
299175782958375,0,0,0,both,False
299497280027743,0,0,0,both,False
299503757818761,0,0,0,both,False
299504085735396,0,0,0,both,False
299838022988891,0,0,0,both,False
299844197973211,0,0,0,both,False
300469772713375,0,0,0,both,False
300475889357328,0,0,0,both,False
300928370487664,0,0,0,both,False
300934302344436,1,1,3,both,False
301185269443141,0,0,0,both,False
301191345472650,0,0,0,both,False
301241528530226,0,0,0,both,False
301319382265607,0,0,0,both,False
301752459598011,0,0,0,both,False
301752642036585,0,0,0,both,False
301756236742717,1,1,76,both,False
301915664994895,0,0,0,both,False
301924115176429,0,0,0,both,False
302013675579458,0,0,0,both,False
302567796475994,0,0,0,both,False
302569976864834,0,0,0,both,False
302573397530069,1,1,2,both,False
302575432868459,0,0,0,both,False
302635980699981,0,0,0,both,False
302797959520037,0,0,0,both,False
302871693855416,0,0,0,both,False
303132123287502,0,0,0,both,False
303406349356037,0,0,0,both,False
303461427047805,0,0,0,both,False
303865025614395,0,0,0,both,False
304569172094682,0,0,0,both,False
304573869420383,0,0,0,both,False
304702126662653,1,1,2,both,False
304704875451397,0,0,0,both,False
305090482217139,0,0,0,both,False
305092609999936,0,0,0,both,False
305093292148979,0,0,0,both,False
305098902794772,0,0,0,both,False
305296675787793,0,0,0,both,False
305303352250747,0,0,0,both,False
305363320954777,0,0,0,both,False
305421309470015,0,0,0,both,False
305425393390297,0,0,0,both,False
305426495608874,0,0,0,both,False
305527950368478,0,0,0,both,False
305530295021932,1,1,3,both,False
305562168018914,0,0,0,both,False
305698555128193,0,0,0,both,False
305802285323251,0,0,0,both,False
305808867947316,0,0,0,both,False
305942300680419,0,0,0,both,False
306046649870402,0,0,0,both,False
306150187126251,0,0,0,both,False
307087576815796,0,0,0,both,False
307447954229289,0,0,0,both,False
307640509157526,0,0,0,both,False
307668219119169,0,0,0,both,False
307670030734244,0,0,0,both,False
307876005383260,0,0,0,both,False
308030308365828,0,0,0,both,False
308091509425922,0,0,0,both,False
308158802111116,0,0,0,both,False
308710035238003,0,0,0,both,False
308710834386589,0,0,0,both,False
308713983683752,1,1,2,both,False
308934526679207,0,0,0,both,False
309056731253847,0,0,0,both,False
309157938966655,0,0,0,both,False
309183936066833,0,0,0,both,False
309281130635343,0,0,0,both,False
309436409310062,0,0,0,both,False
309485945149095,0,0,0,both,False
309870756708603,0,0,0,both,False
309873542256762,0,0,0,both,False
310120093177453,0,0,0,both,False
310277818906624,0,0,0,both,False
310391714002387,0,0,0,both,False
310536711910157,0,0,0,both,False
310540096692485,0,0,0,both,False
310702473236079,0,0,0,both,False
310702987137420,0,0,0,both,False
310716352362337,0,0,0,both,False
310718161862946,0,0,0,both,False
310723083337888,0,0,0,both,False
310856617742665,0,0,0,both,False
310910863784653,0,0,0,both,False
310911483314743,0,0,0,both,False
310915209352880,0,0,0,both,False
310916077348067,0,0,0,both,False
310923847932009,0,0,0,both,False
310948188150393,0,0,0,both,False
310948758638726,0,0,0,both,False
311217223219676,0,0,0,both,False
311217781468890,0,0,0,both,False
311221051088773,0,0,0,both,False
311342566744592,0,0,0,both,False
311854471906108,0,0,0,both,False
312344164684100,1,1,3,both,False
312928250972685,1,1,10,both,False
313086813590312,0,0,0,both,False
313444008884624,0,0,0,both,False
313850852243877,0,0,0,both,False
313892141390615,0,0,0,both,False
313927273563866,0,0,0,both,False
314121182212091,0,0,0,both,False
314163934326815,0,0,0,both,False
314500000121905,0,0,0,both,False
314654045463015,0,0,0,both,False
314698546783485,0,0,0,both,False
315013724071243,0,0,0,both,False
315398781780477,0,0,0,both,False
315458178018673,0,0,0,both,False
315746913036621,0,0,0,both,False
315775884414786,0,0,0,both,False
315845570353502,0,0,0,both,False
316003131751802,0,0,0,both,False
316183422882407,0,0,0,both,False
316619540393121,1,1,13,both,False
316695001092107,0,0,0,both,False
316698676790519,0,0,0,both,False
317085767970939,0,0,0,both,False
317087855653276,0,0,0,both,False
317145243646146,0,0,0,both,False
317794377561601,0,0,0,both,False
317942826998710,0,0,0,both,False
317973681543007,0,0,0,both,False
317981376628056,0,0,0,both,False
317985216889940,0,0,0,both,False
318056861854004,0,0,0,both,False
318385379476480,0,0,0,both,False
318614488633805,0,0,0,both,False
318689871317512,0,0,0,both,False
318904998701320,0,0,0,both,False
319012850560889,0,0,0,both,False
319012963676782,0,0,0,both,False
319187314271491,0,0,0,both,False
320244758096102,0,0,0,both,False
320247835137082,0,0,0,both,False
320569795138219,0,0,0,both,False
320930884004338,0,0,0,both,False
320979910187995,0,0,0,both,False
321117931963028,0,0,0,both,False
321376679706219,0,0,0,both,False
321456154074211,0,0,0,both,False
321511116012769,0,0,0,both,False
321947966643480,0,0,0,both,False
321951688160260,0,0,0,both,False
321954934380701,0,0,0,both,False
322008081013778,0,0,0,both,False
322116995020901,0,0,0,both,False
322350915092537,0,0,0,both,False
322529931529910,0,0,0,both,False
322565721111125,0,0,0,both,False
322566918373177,1,1,98,both,False
322633876721932,0,0,0,both,False
322636991865008,0,0,0,both,False
322796609701723,0,0,0,both,False
323141112047094,0,0,0,both,False
323228450075742,0,0,0,both,False
323443893760208,0,0,0,both,False
323551075520193,0,0,0,both,False
323602641252477,0,0,0,both,False
323977863308011,0,0,0,both,False
324135610256801,0,0,0,both,False
324632463999144,0,0,0,both,False
324638612536883,0,0,0,both,False
324682937053975,1,1,2,both,False
325163928833557,0,0,0,both,False
325285239571050,0,0,0,both,False
325336901440785,0,0,0,both,False
325338320811529,0,0,0,both,False
325341893916896,0,0,0,both,False
325453608663952,1,1,1,both,False
325567859447963,0,0,0,both,False
325966926830232,1,1,1,both,False
326697211093528,0,0,0,both,False
326855683822799,0,0,0,both,False
326934450339393,1,1,2,both,False
327029667946660,1,1,1,both,False
327159267289041,0,0,0,both,False
327622298648766,0,0,0,both,False
327683195328764,1,1,2,both,False
327684600239411,0,0,0,both,False
327834172736805,0,0,0,both,False
328479499250949,0,0,0,both,False
328542335883468,0,0,0,both,False
328542535847327,0,0,0,both,False
328545974726734,0,0,0,both,False
328548124276948,0,0,0,both,False
328619241685460,0,0,0,both,False
328663948523992,0,0,0,both,False
328669395971399,0,0,0,both,False
329093602445044,0,0,0,both,False
329444280130140,0,0,0,both,False
329662610161277,0,0,0,both,False
330364454820326,0,0,0,both,False
330426173044730,0,0,0,both,False
330428155438003,1,1,2,both,False
330487250660839,0,0,0,both,False
330490696750915,0,0,0,both,False
330613123803185,0,0,0,both,False
330697694117967,0,0,0,both,False
330722606718749,0,0,0,both,False
330728739647963,0,0,0,both,False
331032861421987,0,0,0,both,False
331417679132406,0,0,0,both,False
331534226095185,0,0,0,both,False
331619858792128,0,0,0,both,False
331624400173752,0,0,0,both,False
331983268111263,0,0,0,both,False
331989669642310,0,0,0,both,False
332022337299853,0,0,0,both,False
332390389880537,0,0,0,both,False
332399126939081,0,0,0,both,False
332401392610340,0,0,0,both,False
332528120985992,0,0,0,both,False
332780954813572,0,0,0,both,False
333178542226049,0,0,0,both,False
333295033171536,0,0,0,both,False
333813888299672,0,0,0,both,False
333845643634926,0,0,0,both,False
334210681746800,0,0,0,both,False
334469053511059,0,0,0,both,False
334616509428591,0,0,0,both,False
335039912420664,0,0,0,both,False
335042906161777,0,0,0,both,False
335076914391341,0,0,0,both,False
335257608879424,0,0,0,both,False
335335048390455,0,0,0,both,False
335484450050028,0,0,0,both,False
335490318610076,0,0,0,both,False
335491215553671,0,0,0,both,False
335876094090884,0,0,0,both,False
336165098111116,0,0,0,both,False
336917050586519,0,0,0,both,False
337094193024212,0,0,0,both,False
337248061551003,0,0,0,both,False
337423369163197,0,0,0,both,False
337424991583393,0,0,0,both,False
337535434348519,0,0,0,both,False
338027978565554,0,0,0,both,False
338676256872064,0,0,0,both,False
339195506483311,0,0,0,both,False
339342227889886,0,0,0,both,False
339452420409629,0,0,0,both,False
339783377193531,0,0,0,both,False
339859359357834,0,0,0,both,False
339924410591291,0,0,0,both,False
339962603472716,0,0,0,both,False
340500873493956,0,0,0,both,False
340503958834620,0,0,0,both,False
340559234507028,0,0,0,both,False
341166920496666,0,0,0,both,False
341441758661176,0,0,0,both,False
341745436180208,0,0,0,both,False
341859777163996,0,0,0,both,False
341945487659173,0,0,0,both,False
341948798211808,0,0,0,both,False
342147468731001,0,0,0,both,False
342296661646154,0,0,0,both,False
342491096713687,0,0,0,both,False
342688884376238,0,0,0,both,False
342914095644648,0,0,0,both,False
343149563809467,0,0,0,both,False
343216060845596,0,0,0,both,False
343289861600796,0,0,0,both,False
343353085546093,0,0,0,both,False
343560797102547,0,0,0,both,False
343670545273545,0,0,0,both,False
344143398355469,1,1,1,both,False
344321068555196,0,0,0,both,False
344353335202662,0,0,0,both,False
344538463988629,0,0,0,both,False
344746830011895,0,0,0,both,False
344774563699226,0,0,0,both,False
345649343539783,0,0,0,both,False
345759274192770,0,0,0,both,False
345808228102291,0,0,0,both,False
346003377591950,0,0,0,both,False
346004576221819,0,0,0,both,False
346277608532034,0,0,0,both,False
346277978923087,0,0,0,both,False
346352237804987,0,0,0,both,False
346353073592592,0,0,0,both,False
346448756073155,0,0,0,both,False
347387752907607,0,0,0,both,False
347608664476003,0,0,0,both,False
347633280585359,0,0,0,both,False
347641346411753,0,0,0,both,False
347930798150893,0,0,0,both,False
348109198116275,0,0,0,both,False
348569427717759,0,0,0,both,False
348887265486106,0,0,0,both,False
349256063803190,0,0,0,both,False
349299267226264,1,1,1,both,False
349299589457280,0,0,0,both,False
349722822496871,0,0,0,both,False
349724957876049,0,0,0,both,False
349814620104177,0,0,0,both,False
349924319070776,0,0,0,both,False
350516041350216,0,0,0,both,False
350516942215765,0,0,0,both,False
350530041958541,0,0,0,both,False
350530950776358,0,0,0,both,False
351217580748728,0,0,0,both,False
351337151742399,0,0,0,both,False
351787144920261,0,0,0,both,False
351994713667587,0,0,0,both,False
352063385729197,0,0,0,both,False
352398966314116,0,0,0,both,False
352618328036928,0,0,0,both,False
352724272594315,0,0,0,both,False
352731084444592,0,0,0,both,False
352999439520718,0,0,0,both,False
353065724430804,0,0,0,both,False
353840224986165,0,0,0,both,False
354308671342676,0,0,0,both,False
522871639387892,1,1,1,both,False
522919799971676,0,0,0,both,False
522927361445095,0,0,0,both,False
522964768174472,1,1,7,both,False
522970876139327,0,0,0,both,False
522975017594237,0,0,0,both,False
522975213347543,0,0,0,both,False
523035125968221,0,0,0,both,False
523087503529697,0,0,0,both,False
523142193922463,0,0,0,both,False
523302764741899,0,0,0,both,False
523349724262056,0,0,0,both,False
523352605397229,0,0,0,both,False
523453312130589,0,0,0,both,False
523541107777527,0,0,0,both,False
523543584605835,0,0,0,both,False
523600912593830,0,0,0,both,False
523605831944736,0,0,0,both,False
523611455276852,0,0,0,both,False
523656681406084,0,0,0,both,False
523656699745530,0,0,0,both,False
523768031746206,0,0,0,both,False
523769297450755,0,0,0,both,False
523815794451255,0,0,0,both,False
523817897745800,0,0,0,both,False
523821036916644,0,0,0,both,False
523823136948742,0,0,0,both,False
523885514686820,0,0,0,both,False
