record_type,packet_id,timestamp_us,ts_sec,ts_usec,flow_id,direction,ip_version,src_ip,dst_ip,src_port,dst_port,protocol,pkt_len,ip_len,payload_len,ttl_or_hop_limit,has_tcp,has_udp,has_icmp,tcp_seq,tcp_ack,tcp_flags,tcp_fin,tcp_syn,tcp_rst,tcp_psh,tcp_ack_flag,tcp_urg,tcp_ece,tcp_cwr,tcp_window,tcp_header_len,udp_len,icmp_type,icmp_code,l7_proto,flow_iat_us,direction_iat_us,packet_label
packet,2076,1499254975606014,1499254975,606014,2039803916982685,0,4,192.168.10.16,255.255.255.255,46047,3289,17,60,43,15,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,1,1,0
packet,2077,1499254975606015,1499254975,606015,2039803916982685,0,4,192.168.10.16,255.255.255.255,46047,3289,17,60,43,15,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,1,1,0
packet,2078,1499254975606016,1499254975,606016,2039803916982685,0,4,192.168.10.16,255.255.255.255,46047,3289,17,60,43,15,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,1,1,0
packet,2079,1499254975606017,1499254975,606017,2039803916982685,0,4,192.168.10.16,255.255.255.255,46047,3289,17,60,43,15,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,1,1,0
packet,9808,1499254986392462,1499254986,392462,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,16000562,16000562,0
packet,9809,1499254986392479,1499254986,392479,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,17,17,0
packet,9810,1499254986392482,1499254986,392482,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,3,3,0
packet,9811,1499254986392484,1499254986,392484,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,2,2,0
packet,9812,1499254986392486,1499254986,392486,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,2,2,0
packet,9813,1499254986392488,1499254986,392488,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,2,2,0
packet,9815,1499254986392491,1499254986,392491,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,3,3,0
packet,9817,1499254986392493,1499254986,392493,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,2,2,0
packet,9820,1499254986392496,1499254986,392496,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,3,3,0
packet,9823,1499254986392498,1499254986,392498,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,2,2,0
packet,9826,1499254986392501,1499254986,392501,828521068908714,0,6,fe80:0000:0000:0000:0223:aeff:fe9b:adb3,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,5353,17,107,93,45,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,37,3,3,0
packet,9834,1499254986858436,1499254986,858436,590730404178540,0,4,192.168.10.19,198.55.111.50,123,123,17,90,76,48,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,0,0,0
packet,9835,1499254986952469,1499254986,952469,590730404178540,1,4,198.55.111.50,192.168.10.19,123,123,17,90,76,48,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,94033,0,0
packet,10414,1499254994980948,1499254994,980948,1961340334153708,0,4,192.168.10.17,144.217.148.73,123,123,17,90,76,48,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,17984035,18000074,0
packet,10418,1499254994997099,1499254994,997099,1961340334153708,1,4,144.217.148.73,192.168.10.17,123,123,17,90,76,48,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,16151,18000186,0
packet,10637,1499254996980938,1499254996,980938,1961340334153708,0,4,192.168.10.17,144.217.148.73,123,123,17,90,76,48,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,1983839,1999990,0
packet,10641,1499254996997224,1499254996,997224,1961340334153708,1,4,144.217.148.73,192.168.10.17,123,123,17,90,76,48,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,16286,2000125,0
packet,10651,1499254998980957,1499254998,980957,1961340334153708,0,4,192.168.10.17,144.217.148.73,123,123,17,90,76,48,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,1983733,2000019,0
packet,10658,1499254998997120,1499254998,997120,1961340334153708,1,4,144.217.148.73,192.168.10.17,123,123,17,90,76,48,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,16163,1999896,0
packet,10677,1499255000980877,1499255000,980877,1961340334153708,0,4,192.168.10.17,144.217.148.73,123,123,17,90,76,48,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,1983757,1999920,0
packet,10680,1499255000996933,1499255000,996933,1961340334153708,1,4,144.217.148.73,192.168.10.17,123,123,17,90,76,48,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,16056,1999813,0
packet,10811,1499255002980877,1499255002,980877,1961340334153708,0,4,192.168.10.17,144.217.148.73,123,123,17,90,76,48,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,1983944,2000000,0
packet,10813,1499255002997202,1499255002,997202,1961340334153708,1,4,144.217.148.73,192.168.10.17,123,123,17,90,76,48,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,16325,2000269,0
packet,10884,1499255004980882,1499255004,980882,1961340334153708,0,4,192.168.10.17,144.217.148.73,123,123,17,90,76,48,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,1983680,2000005,0
packet,10886,1499255004997209,1499255004,997209,1961340334153708,1,4,144.217.148.73,192.168.10.17,123,123,17,90,76,48,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,17,16327,2000007,0
packet,10177,1499254991626448,1499254991,626448,2127625997736199,0,4,192.168.10.3,192.168.10.1,62387,53,17,111,97,69,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,12,0,0,0
packet,10179,1499254991751819,1499254991,751819,2127625997736199,1,4,192.168.10.1,192.168.10.3,53,62387,17,145,131,103,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,12,125371,0,0
packet,11488,1499255016375217,1499255016,375217,204172218662473,0,4,192.168.10.9,54.65.28.113,13794,443,6,66,52,0,128,1,0,0,1701701613,0,2,0,1,0,0,0,0,0,0,8192,32,0,0,0,0,0,0,0
packet,11489,1499255016565099,1499255016,565099,204172218662473,1,4,54.65.28.113,192.168.10.9,443,13794,6,60,40,0,45,1,0,0,0,1701701614,20,0,0,1,0,1,0,0,0,0,20,0,0,0,0,189882,0,0
packet,11501,1499255017075970,1499255017,75970,204172218662473,0,4,192.168.10.9,54.65.28.113,13794,443,6,66,52,0,128,1,0,0,1701701613,0,2,0,1,0,0,0,0,0,0,8192,32,0,0,0,0,510871,700753,0
packet,11524,1499255017266087,1499255017,266087,204172218662473,1,4,54.65.28.113,192.168.10.9,443,13794,6,60,40,0,45,1,0,0,0,1701701614,20,0,0,1,0,1,0,0,0,0,20,0,0,0,0,190117,700988,0
packet,11561,1499255017777961,1499255017,777961,204172218662473,0,4,192.168.10.9,54.65.28.113,13794,443,6,62,48,0,128,1,0,0,1701701613,0,2,0,1,0,0,0,0,0,0,8192,28,0,0,0,0,511874,701991,0
packet,11570,1499255017968115,1499255017,968115,204172218662473,1,4,54.65.28.113,192.168.10.9,443,13794,6,60,40,0,45,1,0,0,0,1701701614,20,0,0,1,0,1,0,0,0,0,20,0,0,0,0,190154,702028,0
packet,20483,1499255045967040,1499255045,967040,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,74,60,0,64,1,0,0,1420455977,0,2,0,1,0,0,0,0,0,0,29200,40,0,0,0,0,0,0,0
packet,20486,1499255046017238,1499255046,17238,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,74,60,0,44,1,0,0,3906864832,1420455978,18,0,1,0,0,1,0,0,0,42408,40,0,0,0,0,50198,0,0
packet,20487,1499255046017299,1499255046,17299,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,66,52,0,64,1,0,0,1420455978,3906864833,16,0,0,0,0,1,0,0,0,229,32,0,0,0,0,61,50259,0
packet,20579,1499255047287462,1499255047,287462,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,215,201,149,64,1,0,0,1420455978,3906864833,24,0,0,0,1,1,0,0,0,229,32,0,0,0,0,1270163,1270163,0
packet,20582,1499255047337372,1499255047,337372,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,66,52,0,44,1,0,0,3906864833,1420456127,16,0,0,0,0,1,0,0,0,170,32,0,0,0,5,49910,1320134,0
packet,20583,1499255047340082,1499255047,340082,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,1484,1470,1418,44,1,0,0,3906864833,1420456127,16,0,0,0,0,1,0,0,0,170,32,0,0,0,5,2710,2710,0
packet,20584,1499255047340130,1499255047,340130,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,66,52,0,64,1,0,0,1420456127,3906866251,16,0,0,0,0,1,0,0,0,251,32,0,0,0,5,48,52668,0
packet,20585,1499255047340303,1499255047,340303,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,1484,1470,1418,44,1,0,0,3906866251,1420456127,16,0,0,0,0,1,0,0,0,170,32,0,0,0,5,173,221,0
packet,20586,1499255047340345,1499255047,340345,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,66,52,0,64,1,0,0,1420456127,3906868412,16,0,0,0,0,1,0,0,0,285,32,0,0,0,5,42,215,0
packet,20587,1499255047340351,1499255047,340351,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,809,795,743,44,1,0,0,3906867669,1420456127,24,0,0,0,1,1,0,0,0,170,32,0,0,0,5,6,48,0
packet,20616,1499255047706289,1499255047,706289,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,141,127,75,64,1,0,0,1420456127,3906868412,24,0,0,0,1,1,0,0,0,285,32,0,0,0,5,365938,365944,0
packet,20617,1499255047795993,1499255047,795993,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,66,52,0,44,1,0,0,3906868412,1420456202,16,0,0,0,0,1,0,0,0,170,32,0,0,0,5,89704,455642,0
packet,20618,1499255047796103,1499255047,796103,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,125,111,59,64,1,0,0,1420456202,3906868412,24,0,0,0,1,1,0,0,0,285,32,0,0,0,5,110,89814,0
packet,20619,1499255047846456,1499255047,846456,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,66,52,0,44,1,0,0,3906868412,1420456261,16,0,0,0,0,1,0,0,0,170,32,0,0,0,5,50353,50463,0
packet,20620,1499255047846457,1499255047,846457,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,125,111,59,44,1,0,0,3906868412,1420456261,24,0,0,0,1,1,0,0,0,170,32,0,0,0,5,1,1,0
packet,20621,1499255047846551,1499255047,846551,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,66,52,0,64,1,0,0,1420456261,3906868471,16,0,0,0,0,1,0,0,0,285,32,0,0,0,5,94,50448,0
packet,20622,1499255047848542,1499255047,848542,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,151,137,85,44,1,0,0,3906868471,1420456261,24,0,0,0,1,1,0,0,0,170,32,0,0,0,5,1991,2085,0
packet,20623,1499255047848634,1499255047,848634,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,66,52,0,64,1,0,0,1420456261,3906868556,16,0,0,0,0,1,0,0,0,285,32,0,0,0,5,92,2083,0
packet,20624,1499255047849866,1499255047,849866,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,135,121,69,64,1,0,0,1420456261,3906868556,24,0,0,0,1,1,0,0,0,285,32,0,0,0,5,1232,1232,0
packet,20630,1499255047903373,1499255047,903373,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,327,313,261,44,1,0,0,3906868556,1420456330,24,0,0,0,1,1,0,0,0,170,32,0,0,0,5,53507,54831,0
packet,20631,1499255047904171,1499255047,904171,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,140,126,74,64,1,0,0,1420456330,3906868817,24,0,0,0,1,1,0,0,0,307,32,0,0,0,5,798,54305,0
packet,20635,1499255047954402,1499255047,954402,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,119,105,53,44,1,0,0,3906868817,1420456404,24,0,0,0,1,1,0,0,0,170,32,0,0,0,5,50231,51029,0
packet,20636,1499255047955090,1499255047,955090,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,172,158,106,64,1,0,0,1420456404,3906868870,24,0,0,0,1,1,0,0,0,307,32,0,0,0,5,688,50919,0
packet,20645,1499255048005309,1499255048,5309,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,119,105,53,44,1,0,0,3906868870,1420456510,24,0,0,0,1,1,0,0,0,170,32,0,0,0,5,50219,50907,0
packet,20646,1499255048005599,1499255048,5599,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,156,142,90,64,1,0,0,1420456510,3906868923,24,0,0,0,1,1,0,0,0,307,32,0,0,0,5,290,50509,0
packet,20653,1499255048095104,1499255048,95104,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,66,52,0,44,1,0,0,3906868923,1420456600,16,0,0,0,0,1,0,0,0,170,32,0,0,0,5,89505,89795,0
packet,20667,1499255048232455,1499255048,232455,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,119,105,53,44,1,0,0,3906868923,1420456600,24,0,0,0,1,1,0,0,0,170,32,0,0,0,5,137351,137351,0
packet,20668,1499255048233822,1499255048,233822,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,172,158,106,64,1,0,0,1420456600,3906868976,24,0,0,0,1,1,0,0,0,307,32,0,0,0,5,1367,228223,0
packet,20672,1499255048283679,1499255048,283679,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,66,52,0,44,1,0,0,3906868976,1420456706,16,0,0,0,0,1,0,0,0,170,32,0,0,0,5,49857,51224,0
packet,20673,1499255048284193,1499255048,284193,1620134054932729,1,4,173.194.206.109,192.168.10.12,465,47222,6,135,121,69,44,1,0,0,3906868976,1420456706,24,0,0,0,1,1,0,0,0,170,32,0,0,0,5,514,514,0
packet,20674,1499255048284561,1499255048,284561,1620134054932729,0,4,192.168.10.12,173.194.206.109,47222,465,6,172,158,106,64,1,0,0,1420456706,3906869045,24,0,0,0,1,1,0,0,0,307,32,0,0,0,5,368,50739,0
