record_type,packet_id,timestamp_us,ts_sec,ts_usec,flow_id,direction,ip_version,src_ip,dst_ip,src_port,dst_port,protocol,pkt_len,ip_len,payload_len,ttl_or_hop_limit,has_tcp,has_udp,has_icmp,tcp_seq,tcp_ack,tcp_flags,tcp_fin,tcp_syn,tcp_rst,tcp_psh,tcp_ack_flag,tcp_urg,tcp_ece,tcp_cwr,tcp_window,tcp_header_len,udp_len,icmp_type,icmp_code,l7_proto,flow_iat_us,direction_iat_us,packet_label
packet,6785653,1499261922784795,1499261922,784795,799446876206431,0,4,192.168.10.15,198.54.12.112,53781,443,6,129,115,75,128,1,0,0,1985319153,2994075410,24,0,0,0,1,1,0,0,0,64075,20,0,0,0,5,503,60342,0
packet,6785661,1499261922821804,1499261922,821804,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,1514,1500,1460,246,1,0,0,933907446,3941481638,24,0,0,0,1,1,0,0,0,35304,20,0,0,0,5,40699,56562,0
packet,6785662,1499261922822020,1499261922,822020,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,1514,1500,1460,246,1,0,0,933908906,3941481638,24,0,0,0,1,1,0,0,0,35304,20,0,0,0,5,216,216,0
packet,6785663,1499261922822068,1499261922,822068,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,1514,1500,1460,246,1,0,0,933910366,3941481638,24,0,0,0,1,1,0,0,0,35304,20,0,0,0,5,48,48,0
packet,6785664,1499261922822069,1499261922,822069,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,89,75,35,246,1,0,0,933911826,3941481638,24,0,0,0,1,1,0,0,0,35304,20,0,0,0,5,1,1,0
packet,6785665,1499261922822124,1499261922,822124,579555551933751,0,4,192.168.10.15,208.81.233.32,53783,443,6,60,40,0,128,1,0,0,3941481638,933911861,16,0,0,0,0,1,0,0,0,64240,20,0,0,0,5,55,41019,0
packet,6785667,1499261922833971,1499261922,833971,579555551933751,0,4,192.168.10.15,208.81.233.32,53783,443,6,396,382,342,128,1,0,0,3941481638,933911861,24,0,0,0,1,1,0,0,0,64240,20,0,0,0,5,11847,11847,0
packet,6785672,1499261922843946,1499261922,843946,799446876206431,1,4,198.54.12.112,192.168.10.15,443,53781,6,60,40,0,244,1,0,0,2994075410,1985319228,16,0,0,0,0,1,0,0,0,4685,20,0,0,0,5,59151,59654,0
packet,6785673,1499261922843949,1499261922,843949,799446876206431,1,4,198.54.12.112,192.168.10.15,443,53781,6,60,40,0,244,1,0,0,2994075410,1985319228,16,0,0,0,0,1,0,0,0,4685,20,0,0,0,5,3,3,0
packet,6785676,1499261922876737,1499261922,876737,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,60,40,0,246,1,0,0,933911861,3941481980,16,0,0,0,0,1,0,0,0,34962,20,0,0,0,5,42766,54668,0
packet,6785682,1499261922877682,1499261922,877682,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,129,115,75,246,1,0,0,933911861,3941481980,24,0,0,0,1,1,0,0,0,34962,20,0,0,0,5,945,945,0
packet,6785684,1499261922878523,1499261922,878523,579555551933751,0,4,192.168.10.15,208.81.233.32,53783,443,6,859,845,805,128,1,0,0,3941481980,933911936,24,0,0,0,1,1,0,0,0,64165,20,0,0,0,5,841,44552,0
packet,6785691,1499261922919649,1499261922,919649,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,60,40,0,246,1,0,0,933911936,3941482785,16,0,0,0,0,1,0,0,0,34157,20,0,0,0,5,41126,41967,0
packet,6785692,1499261922920087,1499261922,920087,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,875,861,821,246,1,0,0,933911936,3941482785,24,0,0,0,1,1,0,0,0,40225,20,0,0,0,5,438,438,0
packet,6785694,1499261922939433,1499261922,939433,579555551933751,0,4,192.168.10.15,208.81.233.32,53783,443,6,60,40,0,128,1,0,0,3941482785,933912757,16,0,0,0,0,1,0,0,0,63344,20,0,0,0,5,19346,60910,0
packet,6785695,1499261922940078,1499261922,940078,579555551933751,0,4,192.168.10.15,208.81.233.32,53783,443,6,107,93,53,128,1,0,0,3941482785,933912757,24,0,0,0,1,1,0,0,0,63344,20,0,0,0,5,645,645,0
packet,6785696,1499261922940081,1499261922,940081,579555551933751,0,4,192.168.10.15,208.81.233.32,53783,443,6,60,40,0,128,1,0,0,3941482838,933912757,17,1,0,0,0,1,0,0,0,63344,20,0,0,0,5,3,3,0
packet,6785705,1499261922979904,1499261922,979904,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,107,93,53,246,1,0,0,933912757,3941482785,17,1,0,0,0,1,0,0,0,40958,20,0,0,0,5,39823,59817,0
packet,6785706,1499261922980101,1499261922,980101,579555551933751,0,4,192.168.10.15,208.81.233.32,53783,443,6,60,40,0,128,1,0,0,3941482839,933912810,20,0,0,1,0,1,0,0,0,0,20,0,0,0,5,197,40020,0
packet,6785707,1499261922980539,1499261922,980539,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,60,40,0,246,1,0,0,933912810,3941482838,17,1,0,0,0,1,0,0,0,40905,20,0,0,0,5,438,635,0
packet,6785708,1499261922980542,1499261922,980542,579555551933751,1,4,208.81.233.32,192.168.10.15,443,53783,6,60,40,0,246,1,0,0,933912811,3941482839,16,0,0,0,0,1,0,0,0,40905,20,0,0,0,5,3,3,0
packet,6785723,1499261923113477,1499261923,113477,1050332575083273,0,4,192.168.10.50,192.168.10.16,139,44826,6,70,56,4,64,1,0,0,2630018141,3369009183,24,0,0,0,1,1,0,0,0,302,32,0,0,0,0,0,0,0
packet,6785724,1499261923113480,1499261923,113480,1050332575083273,0,4,192.168.10.50,192.168.10.16,139,44826,6,70,56,4,64,1,0,0,2630018141,3369009183,24,0,0,0,1,1,0,0,0,302,32,0,0,0,0,3,3,0
packet,6785726,1499261923113518,1499261923,113518,1050332575083273,1,4,192.168.10.16,192.168.10.50,44826,139,6,66,52,0,64,1,0,0,3369009183,2630018145,16,0,0,0,0,1,0,0,0,262,32,0,0,0,0,38,0,0
packet,6785727,1499261923113521,1499261923,113521,1050332575083273,1,4,192.168.10.16,192.168.10.50,44826,139,6,66,52,0,64,1,0,0,3369009183,2630018145,16,0,0,0,0,1,0,0,0,262,32,0,0,0,0,3,3,0
packet,6785729,1499261923208120,1499261923,208120,893871234792049,0,4,192.168.10.15,192.168.10.3,63283,53,17,74,60,32,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,12,0,0,0
packet,6785730,1499261923208123,1499261923,208123,893871234792049,0,4,192.168.10.15,192.168.10.3,63283,53,17,74,60,32,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,12,3,3,0
packet,6785733,1499261923238495,1499261923,238495,893871234792049,0,4,192.168.10.15,192.168.10.3,63283,53,17,74,60,32,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,12,30372,30372,0
packet,6785734,1499261923238498,1499261923,238498,893871234792049,0,4,192.168.10.15,192.168.10.3,63283,53,17,74,60,32,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,12,3,3,0
packet,6785736,1499261923239112,1499261923,239112,893871234792049,1,4,192.168.10.3,192.168.10.15,53,63283,17,170,156,128,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,12,614,0,0
packet,6785737,1499261923239159,1499261923,239159,893871234792049,1,4,192.168.10.3,192.168.10.15,53,63283,17,170,156,128,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,12,47,47,0
packet,6785738,1499261923240092,1499261923,240092,1031191397478885,0,4,192.168.10.15,192.168.10.3,61398,53,17,83,69,41,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,12,0,0,0
packet,6785739,1499261923240141,1499261923,240141,1031191397478885,0,4,192.168.10.15,192.168.10.3,61398,53,17,83,69,41,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,12,49,49,0
packet,6785740,1499261923240257,1499261923,240257,1031191397478885,1,4,192.168.10.3,192.168.10.15,53,61398,17,99,85,57,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,12,116,0,0
packet,6785741,1499261923240306,1499261923,240306,1031191397478885,1,4,192.168.10.3,192.168.10.15,53,61398,17,99,85,57,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,12,49,49,0
packet,6785748,1499261923311615,1499261923,311615,1056902758447441,0,4,192.168.10.15,192.168.10.3,61282,53,17,81,67,39,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,12,0,0,0
packet,6785749,1499261923311619,1499261923,311619,1056902758447441,0,4,192.168.10.15,192.168.10.3,61282,53,17,81,67,39,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,12,4,4,0
packet,6785751,1499261923342555,1499261923,342555,1056902758447441,0,4,192.168.10.15,192.168.10.3,61282,53,17,81,67,39,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,12,30936,30936,0
packet,6785752,1499261923342558,1499261923,342558,1056902758447441,0,4,192.168.10.15,192.168.10.3,61282,53,17,81,67,39,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,12,3,3,0
packet,6785754,1499261923373172,1499261923,373172,1056902758447441,1,4,192.168.10.3,192.168.10.15,53,61282,17,180,166,138,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,12,30614,0,0
packet,6785755,1499261923373176,1499261923,373176,1056902758447441,1,4,192.168.10.3,192.168.10.15,53,61282,17,180,166,138,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,12,4,4,0
packet,6785756,1499261923374108,1499261923,374108,1043834083428743,0,4,192.168.10.15,23.206.244.82,53785,443,6,66,52,0,128,1,0,0,699349729,0,2,0,1,0,0,0,0,0,0,8192,32,0,0,0,0,0,0,0
packet,6785757,1499261923436370,1499261923,436370,1043834083428743,1,4,23.206.244.82,192.168.10.15,443,53785,6,66,52,0,53,1,0,0,2160712743,699349730,18,0,1,0,0,1,0,0,0,29200,32,0,0,0,0,62262,0,0
packet,6785758,1499261923436490,1499261923,436490,1043834083428743,0,4,192.168.10.15,23.206.244.82,53785,443,6,60,40,0,128,1,0,0,699349730,2160712744,16,0,0,0,0,1,0,0,0,256,20,0,0,0,0,120,62382,0
packet,6785759,1499261923437160,1499261923,437160,1043834083428743,0,4,192.168.10.15,23.206.244.82,53785,443,6,252,238,198,128,1,0,0,699349730,2160712744,24,0,0,0,1,1,0,0,0,256,20,0,0,0,0,670,670,0
packet,6785760,1499261923452452,1499261923,452452,1098845503566863,0,4,192.168.10.15,192.168.10.3,58452,53,17,78,64,36,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,12,0,0,0
packet,6785761,1499261923452455,1499261923,452455,1098845503566863,0,4,192.168.10.15,192.168.10.3,58452,53,17,78,64,36,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,12,3,3,0
packet,6785762,1499261923452646,1499261923,452646,1099675914917707,0,4,192.168.10.3,192.168.10.1,61781,53,17,112,98,70,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,12,0,0,0
packet,6785765,1499261923457945,1499261923,457945,1122436648032137,0,4,192.168.10.15,63.251.109.88,53786,80,6,66,52,0,128,1,0,0,1753918346,0,2,0,1,0,0,0,0,0,0,8192,32,0,0,0,0,0,0,0
packet,6785766,1499261923483381,1499261923,483381,1099675914917707,1,4,192.168.10.1,192.168.10.3,53,61781,17,176,162,134,255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,12,30735,0,0
packet,6785767,1499261923483552,1499261923,483552,1098845503566863,0,4,192.168.10.15,192.168.10.3,58452,53,17,78,64,36,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,12,31097,31097,0
packet,6785768,1499261923483555,1499261923,483555,1098845503566863,0,4,192.168.10.15,192.168.10.3,58452,53,17,78,64,36,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,12,3,3,0
packet,6785769,1499261923483622,1499261923,483622,1098845503566863,1,4,192.168.10.3,192.168.10.15,53,58452,17,218,204,176,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,12,67,0,0
packet,6785770,1499261923483623,1499261923,483623,1098845503566863,1,4,192.168.10.3,192.168.10.15,53,58452,17,218,204,176,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,12,1,1,0
packet,6785771,1499261923483768,1499261923,483768,1098845503566863,1,4,192.168.10.3,192.168.10.15,53,58452,17,218,204,176,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,12,145,145,0
packet,6785772,1499261923483817,1499261923,483817,1098845503566863,1,4,192.168.10.3,192.168.10.15,53,58452,17,218,204,176,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,12,49,49,0
packet,6785782,1499261923498755,1499261923,498755,1043834083428743,1,4,23.206.244.82,192.168.10.15,443,53785,6,60,40,0,53,1,0,0,2160712744,699349928,16,0,0,0,0,1,0,0,0,946,20,0,0,0,5,61595,62385,0
packet,6785783,1499261923499105,1499261923,499105,1043834083428743,1,4,23.206.244.82,192.168.10.15,443,53785,6,1514,1500,1460,53,1,0,0,2160712744,699349928,16,0,0,0,0,1,0,0,0,946,20,0,0,0,5,350,350,0
packet,6785785,1499261923499327,1499261923,499327,1043834083428743,1,4,23.206.244.82,192.168.10.15,443,53785,6,1514,1500,1460,53,1,0,0,2160714204,699349928,16,0,0,0,0,1,0,0,0,946,20,0,0,0,5,222,222,0
packet,6785786,1499261923499375,1499261923,499375,1043834083428743,1,4,23.206.244.82,192.168.10.15,443,53785,6,1230,1216,1176,53,1,0,0,2160715664,699349928,24,0,0,0,1,1,0,0,0,946,20,0,0,0,5,48,48,0
packet,6785787,1499261923499377,1499261923,499377,1043834083428743,0,4,192.168.10.15,23.206.244.82,53785,443,6,60,40,0,128,1,0,0,699349928,2160715664,16,0,0,0,0,1,0,0,0,256,20,0,0,0,5,2,62217,0
packet,6785788,1499261923500267,1499261923,500267,1043834083428743,1,4,23.206.244.82,192.168.10.15,443,53785,6,526,512,472,53,1,0,0,2160716840,699349928,24,0,0,0,1,1,0,0,0,946,20,0,0,0,5,890,892,0
packet,6785789,1499261923500426,1499261923,500426,1043834083428743,0,4,192.168.10.15,23.206.244.82,53785,443,6,60,40,0,128,1,0,0,699349928,2160717312,16,0,0,0,0,1,0,0,0,256,20,0,0,0,5,159,1049,0
packet,6785790,1499261923506199,1499261923,506199,1043834083428743,0,4,192.168.10.15,23.206.244.82,53785,443,6,180,166,126,128,1,0,0,699349928,2160717312,24,0,0,0,1,1,0,0,0,256,20,0,0,0,5,5773,5773,0
packet,6785795,1499261923547878,1499261923,547878,1122436648032137,1,4,63.251.109.88,192.168.10.15,80,53786,6,62,48,0,52,1,0,0,3256467547,1753918347,18,0,1,0,0,1,0,0,0,42340,28,0,0,0,0,89933,0,0
packet,6785796,1499261923548075,1499261923,548075,1122436648032137,0,4,192.168.10.15,63.251.109.88,53786,80,6,60,40,0,128,1,0,0,1753918347,3256467548,16,0,0,0,0,1,0,0,0,256,20,0,0,0,0,197,90130,0
packet,6785802,1499261923594526,1499261923,594526,1122436648032137,0,4,192.168.10.15,63.251.109.88,53786,80,6,1442,1428,1388,128,1,0,0,1753918347,3256467548,24,0,0,0,1,1,0,0,0,256,20,0,0,0,0,46451,46451,0
packet,6785812,1499261923689925,1499261923,689925,1122436648032137,1,4,63.251.109.88,192.168.10.15,80,53786,6,1514,1500,1460,52,1,0,0,3256467548,1753919735,16,0,0,0,0,1,0,0,0,12,20,0,0,0,2,95399,142047,0
packet,6785813,1499261923690161,1499261923,690161,1122436648032137,1,4,63.251.109.88,192.168.10.15,80,53786,6,1514,1500,1460,52,1,0,0,3256469008,1753919735,16,0,0,0,0,1,0,0,0,12,20,0,0,0,2,236,236,0
packet,6785814,1499261923690210,1499261923,690210,1122436648032137,1,4,63.251.109.88,192.168.10.15,80,53786,6,1514,1500,1460,52,1,0,0,3256470468,1753919735,16,0,0,0,0,1,0,0,0,12,20,0,0,0,2,49,49,0
packet,6785815,1499261923690402,1499261923,690402,1122436648032137,0,4,192.168.10.15,63.251.109.88,53786,80,6,60,40,0,128,1,0,0,1753919735,3256471928,16,0,0,0,0,1,0,0,0,256,20,0,0,0,2,192,95876,0
packet,6785816,1499261923690594,1499261923,690594,1122436648032137,1,4,63.251.109.88,192.168.10.15,80,53786,6,1514,1500,1460,52,1,0,0,3256471928,1753919735,24,0,0,0,1,1,0,0,0,12,20,0,0,0,2,192,384,0
packet,6785817,1499261923690596,1499261923,690596,1122436648032137,1,4,63.251.109.88,192.168.10.15,80,53786,6,1514,1500,1460,52,1,0,0,3256473388,1753919735,24,0,0,0,1,1,0,0,0,12,20,0,0,0,2,2,2,0
packet,6785818,1499261923690598,1499261923,690598,1122436648032137,0,4,192.168.10.15,63.251.109.88,53786,80,6,60,40,0,128,1,0,0,1753919735,3256473388,16,0,0,0,0,1,0,0,0,256,20,0,0,0,2,2,196,0
packet,6785819,1499261923690599,1499261923,690599,1122436648032137,0,4,192.168.10.15,63.251.109.88,53786,80,6,60,40,0,128,1,0,0,1753919735,3256476308,16,0,0,0,0,1,0,0,0,256,20,0,0,0,2,1,1,0
packet,6785820,1499261923690600,1499261923,690600,1122436648032137,1,4,63.251.109.88,192.168.10.15,80,53786,6,1514,1500,1460,52,1,0,0,3256474848,1753919735,16,0,0,0,0,1,0,0,0,12,20,0,0,0,2,1,4,0
packet,6785821,1499261923690786,1499261923,690786,1122436648032137,1,4,63.251.109.88,192.168.10.15,80,53786,6,1514,1500,1460,52,1,0,0,3256476308,1753919735,16,0,0,0,0,1,0,0,0,12,20,0,0,0,2,186,186,0
packet,6785822,1499261923690915,1499261923,690915,1122436648032137,1,4,63.251.109.88,192.168.10.15,80,53786,6,1514,1500,1460,52,1,0,0,3256477768,1753919735,16,0,0,0,0,1,0,0,0,12,20,0,0,0,2,129,129,0
packet,6785823,1499261923690995,1499261923,690995,1122436648032137,0,4,192.168.10.15,63.251.109.88,53786,80,6,60,40,0,128,1,0,0,1753919735,3256482148,16,0,0,0,0,1,0,0,0,256,20,0,0,0,2,80,396,0
